Date,Open,High,Low,Close
2017-10-03 07-AM,4288,4300,4260,4335
2017-10-03 08-AM,4289.02,4335,4265,4280
2017-10-03 09-AM,4335,4358,4270,4315
2017-10-03 10-AM,4280,4315,4260,4306.9
2017-10-03 11-AM,4315,4324.93,4280.13,4263.01
2017-10-03 12-PM,4306.9,4325,4261,4244
2017-10-03 01-PM,4263.01,4323.97,4240,4273.8
2017-10-03 02-PM,4244,4299.98,4240,4299.9
2017-10-03 03-PM,4273.8,4314,4260.11,4282.7
2017-10-03 04-PM,4299.9,4310,4280,4302
2017-10-03 05-PM,4282.7,4302,4263.34,4305.98
2017-10-03 06-PM,4302,4307.94,4285.01,4265
2017-10-03 07-PM,4305.98,4307.96,4258,4287.8
2017-10-03 08-PM,4265,4300,4259.1,4288.97
2017-10-03 09-PM,4287.8,4299,4260.02,4280
2017-10-03 10-PM,4288.97,4288.99,4265.91,4276.48
2017-10-03 11-PM,4280,4300,4260.02,4279.8
2017-10-04 12-AM,4276.48,4299,4276.48,4274
2017-10-04 01-AM,4279.8,4291.22,4274,4275.1
2017-10-04 02-AM,4274,4291.2,4274,4291.23
2017-10-04 03-AM,4275.1,4291.23,4275.1,4282
2017-10-04 04-AM,4291.23,4298.9,4280,4316
2017-10-04 05-AM,4282,4338,4282,4312
2017-10-04 06-AM,4316,4337,4300.51,4320
2017-10-04 07-AM,4312,4328,4305.26,4290
2017-10-04 08-AM,4320,4326,4274,4250
2017-10-04 09-AM,4290,4304.96,4243.12,4272.76
2017-10-04 10-AM,4250,4272.76,4235,4235
2017-10-04 11-AM,4272.76,4285,4220,4211.02
2017-10-04 12-PM,4235,4285,4210,4237.52
2017-10-04 01-PM,4211.02,4250,4209.73,4215.01
2017-10-04 02-PM,4237.52,4249.89,4215.01,4242
2017-10-04 03-PM,4215.01,4249.78,4215,4234.05
2017-10-04 04-PM,4242,4278.1,4220,4209.23
2017-10-04 05-PM,4234.05,4246,4206,4204
2017-10-04 06-PM,4209.23,4227.9,4155,4180
2017-10-04 07-PM,4204,4204,4145.37,4156.9
2017-10-04 08-PM,4180,4180,4136.5,4190
2017-10-04 09-PM,4156.9,4194.9,4151.01,4205
2017-10-04 10-PM,4190,4215,4185,4211
2017-10-04 11-PM,4205,4221.82,4205,4214.61
2017-10-05 12-AM,4211,4222.3,4200,4235.96
2017-10-05 01-AM,4214.61,4235.96,4200,4215.01
2017-10-05 02-AM,4235.96,4235.96,4206.88,4160.02
2017-10-05 03-AM,4215.01,4215.01,4160.02,4162.6
2017-10-05 04-AM,4160.02,4175,4140,4138
2017-10-05 05-AM,4162.6,4162.6,4138,4133
2017-10-05 06-AM,4138,4143,4117,4108
2017-10-05 07-AM,4133,4142.99,4100,4136.97
2017-10-05 08-AM,4108,4145,4108,4197.9
2017-10-05 09-AM,4136.97,4198,4117,4238.3
2017-10-05 10-AM,4197.9,4255,4180.06,4231
2017-10-05 11-AM,4238.3,4265,4225,4290
2017-10-05 12-PM,4231,4299,4231,4285.01
2017-10-05 01-PM,4290,4300,4268.56,4295
2017-10-05 02-PM,4285.01,4300,4270.02,4322.22
2017-10-05 03-PM,4295,4330,4273.11,4287.22
2017-10-05 04-PM,4322.22,4322.22,4273.28,4267.11
2017-10-05 05-PM,4287.22,4288.99,4266.01,4295.41
2017-10-05 06-PM,4267.11,4320,4267.1,4323.9
2017-10-05 07-PM,4295.41,4323.9,4286.01,4344
2017-10-05 08-PM,4323.9,4344,4299.01,4315
2017-10-05 09-PM,4344,4344,4302.03,4325
2017-10-05 10-PM,4315,4333.52,4291.1,4291.11
2017-10-05 11-PM,4325,4336,4291.1,4293.96
2017-10-06 12-AM,4291.11,4312.14,4287.9,4300.07
2017-10-06 01-AM,4293.96,4328.35,4293.09,4325
2017-10-06 02-AM,4300.07,4325,4300.07,4302
2017-10-06 03-AM,4325,4325,4301,4311
2017-10-06 04-AM,4302,4317.2,4290.02,4350
2017-10-06 05-AM,4311,4350,4293,4358
2017-10-06 06-AM,4350,4359,4337.31,4350
2017-10-06 07-AM,4358,4367,4341,4356.98
2017-10-06 08-AM,4350,4368.9,4331.7,4341.9
2017-10-06 09-AM,4356.98,4368.89,4331.53,4355.05
2017-10-06 10-AM,4341.9,4370.12,4341.9,4335
2017-10-06 11-AM,4355.05,4355.05,4333,4349
2017-10-06 12-PM,4335,4350,4330,4307
2017-10-06 01-PM,4349,4349,4299,4332.2
2017-10-06 02-PM,4307,4349,4300,4318.01
2017-10-06 03-PM,4332.2,4360,4318,4321
2017-10-06 04-PM,4318.01,4330,4308,4325
2017-10-06 05-PM,4321,4337.41,4310,4311.19
2017-10-06 06-PM,4325,4334.86,4308.01,4290.92
2017-10-06 07-PM,4311.19,4322,4280.04,4292.01
2017-10-06 08-PM,4290.92,4309.54,4287,4306.26
2017-10-06 09-PM,4292.01,4310,4287,4307.5
2017-10-06 10-PM,4306.26,4310,4286,4315
2017-10-06 11-PM,4307.5,4322.84,4294,4320.7
2017-10-07 12-AM,4315,4329.99,4315,4305.97
2017-10-07 01-AM,4320.7,4329.44,4305.97,4303.42
2017-10-07 02-AM,4305.97,4329.97,4283.8,4308.01
2017-10-07 03-AM,4303.42,4337,4294.8,4308.6
2017-10-07 04-AM,4308.01,4322.33,4297.1,4330
2017-10-07 05-AM,4308.6,4330,4303.4,4310
2017-10-07 06-AM,4330,4330,4301.5,4318.19
2017-10-07 07-AM,4310,4318.36,4300,4299.2
2017-10-07 08-AM,4318.19,4318.19,4299,4294.3
2017-10-07 09-AM,4299.2,4313.99,4290.94,4300
2017-10-07 10-AM,4294.3,4309,4291,4299.9
2017-10-07 11-AM,4300,4307.5,4287.01,4307.5
2017-10-07 12-PM,4299.9,4307.5,4287.01,4308
2017-10-07 01-PM,4307.5,4320,4295,4310.2
2017-10-07 02-PM,4308,4320,4307,4309.96
2017-10-07 03-PM,4310.2,4313.77,4287.01,4295
2017-10-07 04-PM,4309.96,4312.49,4290,4306
2017-10-07 05-PM,4295,4309.78,4288,4307
2017-10-07 06-PM,4306,4308.1,4290.5,4300
2017-10-07 07-PM,4307,4307,4300,4300
2017-10-07 08-PM,4300,4307.9,4297.68,4293.8
2017-10-07 09-PM,4300,4313,4281,4373.6
2017-10-07 10-PM,4293.8,4373.6,4281.01,4366.36
2017-10-07 11-PM,4373.6,4398,4366.36,4379.8
2017-10-08 12-AM,4366.36,4392.1,4365.6,4377.8
2017-10-08 01-AM,4379.8,4388.8,4370,4362.74
2017-10-08 02-AM,4377.8,4382.81,4360.7,4377.2
2017-10-08 03-AM,4362.74,4378.8,4359.52,4369.98
2017-10-08 04-AM,4377.2,4381,4350.01,4373.79
2017-10-08 05-AM,4369.98,4384.9,4352.58,4395
2017-10-08 06-AM,4373.79,4399.9,4369.2,4386
2017-10-08 07-AM,4395,4395,4379.9,4409.9
2017-10-08 08-AM,4386,4410,4382,4400
2017-10-08 09-AM,4409.9,4410,4390.01,4420
2017-10-08 10-AM,4400,4440,4390.8,4405.72
2017-10-08 11-AM,4420,4434.85,4400.01,4418
2017-10-08 12-PM,4405.72,4419,4400,4456.72
2017-10-08 01-PM,4418,4480,4408.3,4487
2017-10-08 02-PM,4456.72,4499,4450,4506.81
2017-10-08 03-PM,4487,4530,4462.9,4500
2017-10-08 04-PM,4506.81,4519,4465,4495
2017-10-08 05-PM,4500,4517.48,4490,4499.98
2017-10-08 06-PM,4495,4524.55,4448.73,4522.03
2017-10-08 07-PM,4499.98,4529.7,4486.49,4535
2017-10-08 08-PM,4522.03,4550,4517.01,4521.17
2017-10-08 09-PM,4535,4547.63,4520,4520.01
2017-10-08 10-PM,4521.17,4542.99,4518.76,4545
2017-10-08 11-PM,4520.01,4550,4520.01,4540
2017-10-09 12-AM,4545,4546,4516.94,4517.01
2017-10-09 01-AM,4540,4542.6,4516.94,4540
2017-10-09 02-AM,4517.01,4547,4500.64,4538.2
2017-10-09 03-AM,4540,4550,4501,4514.17
2017-10-09 04-AM,4538.2,4559.99,4514.17,4534
2017-10-09 05-AM,4514.17,4544.61,4502,4481.97
2017-10-09 06-AM,4534,4535,4474.17,4499
2017-10-09 07-AM,4481.97,4500.64,4455,4499.95
2017-10-09 08-AM,4499,4500,4470.02,4481.51
2017-10-09 09-AM,4499.95,4499.95,4457.13,4510.93
2017-10-09 10-AM,4481.51,4530,4481.51,4519
2017-10-09 11-AM,4510.93,4530,4500,4511.95
2017-10-09 12-PM,4519,4530,4491,4540
2017-10-09 01-PM,4511.95,4558,4507,4588
2017-10-09 02-PM,4540,4599,4540,4580
2017-10-09 03-PM,4588,4599.8,4571.74,4563
2017-10-09 04-PM,4580,4595,4557,4658
2017-10-09 05-PM,4563,4659,4563,4735
2017-10-09 06-PM,4658,4743,4604.55,4779.03
2017-10-09 07-PM,4735,4839,4735,4788
2017-10-09 08-PM,4779.03,4800,4713.97,4762.11
2017-10-09 09-PM,4788,4796.15,4750,4728.45
2017-10-09 10-PM,4762.11,4788,4728.45,4745.69
2017-10-09 11-PM,4728.45,4798.12,4728.45,4799
2017-10-10 12-AM,4745.69,4803.9,4742.5,4778.03
2017-10-10 01-AM,4799,4825.98,4770.73,4760
2017-10-10 02-AM,4778.03,4804.74,4757.08,4735.72
2017-10-10 03-AM,4760,4782.91,4731,4780
2017-10-10 04-AM,4735.72,4798.08,4735,4775
2017-10-10 05-AM,4780,4783.89,4731,4799.9
2017-10-10 06-AM,4775,4800,4746.09,4780
2017-10-10 07-AM,4799.9,4800,4780,4751
2017-10-10 08-AM,4780,4780,4750,4749.52
2017-10-10 09-AM,4751,4775,4723.66,4774.9
2017-10-10 10-AM,4749.52,4779,4707.01,4763.5
2017-10-10 11-AM,4774.9,4785,4751.05,4770
2017-10-10 12-PM,4763.5,4774.99,4751.88,4755
2017-10-10 01-PM,4770,4780,4748,4760
2017-10-10 02-PM,4755,4779.99,4750.01,4770
2017-10-10 03-PM,4760,4779,4755,4799
2017-10-10 04-PM,4770,4799,4757,4810
2017-10-10 05-PM,4799,4839.9,4786,4794.99
2017-10-10 06-PM,4810,4844,4758,4801
2017-10-10 07-PM,4794.99,4828.25,4767,4795
2017-10-10 08-PM,4801,4825,4795,4794
2017-10-10 09-PM,4795,4828.8,4759.76,4749.92
2017-10-10 10-PM,4794,4797.35,4710.01,4731.57
2017-10-10 11-PM,4749.92,4776.99,4710.01,4724.26
2017-10-11 12-AM,4731.57,4749.92,4709.54,4720
2017-10-11 01-AM,4724.26,4733,4707.47,4725.01
2017-10-11 02-AM,4720,4729.12,4717,4713.45
2017-10-11 03-AM,4725.01,4733,4710.14,4711
2017-10-11 04-AM,4713.45,4723.8,4705,4719
2017-10-11 05-AM,4711,4725.01,4705,4730
2017-10-11 06-AM,4719,4744.99,4711,4753
2017-10-11 07-AM,4730,4755,4715.14,4788
2017-10-11 08-AM,4753,4790,4745.5,4765
2017-10-11 09-AM,4788,4790,4745.01,4779
2017-10-11 10-AM,4765,4796.2,4750,4761.99
2017-10-11 11-AM,4779,4796.2,4758,4743
2017-10-11 12-PM,4761.99,4775,4725,4739.15
2017-10-11 01-PM,4743,4752.87,4725,4734.7
2017-10-11 02-PM,4739.15,4749.8,4728,4787.6
2017-10-11 03-PM,4734.7,4792.01,4728.08,4794.9
2017-10-11 04-PM,4787.6,4800,4771.03,4769.89
2017-10-11 05-PM,4794.9,4795.9,4760,4762.7
2017-10-11 06-PM,4769.89,4770,4743.29,4775
2017-10-11 07-PM,4762.7,4780,4752,4755
2017-10-11 08-PM,4775,4780,4729.49,4755.69
2017-10-11 09-PM,4755,4761.99,4720,4739.7
2017-10-11 10-PM,4755.69,4780,4724,4734.8
2017-10-11 11-PM,4739.7,4754.03,4727.43,4745.2
2017-10-12 12-AM,4734.8,4770,4730,4773
2017-10-12 01-AM,4745.2,4773,4745.2,4750
2017-10-12 02-AM,4773,4777.76,4732.32,4770
2017-10-12 03-AM,4750,4779.98,4745.45,4751.01
2017-10-12 04-AM,4770,4770,4751.01,4780
2017-10-12 05-AM,4751.01,4788,4751,4790
2017-10-12 06-AM,4780,4795,4760,4849.13
2017-10-12 07-AM,4790,4850,4778,4905
2017-10-12 08-AM,4849.13,4959.68,4845,4988.37
2017-10-12 09-AM,4905,5003,4905,5030
2017-10-12 10-AM,4988.37,5035,4963.62,5000.5
2017-10-12 11-AM,5030,5100,4998,5067
2017-10-12 12-PM,5000.5,5100,4990,5085
2017-10-12 01-PM,5067,5090.21,5060.02,5090
2017-10-12 02-PM,5085,5097,5060,5180
2017-10-12 03-PM,5090,5180,5082.01,5197
2017-10-12 04-PM,5180,5220,5150,5119.22
2017-10-12 05-PM,5197,5217.46,5075,5158.31
2017-10-12 06-PM,5119.22,5199.33,5075,5170
2017-10-12 07-PM,5158.31,5187.12,5149,5185
2017-10-12 08-PM,5170,5190,5161.15,5151
2017-10-12 09-PM,5185,5189,5126,5169
2017-10-12 10-PM,5151,5172.62,5132.4,5209.44
2017-10-12 11-PM,5169,5247,5149.09,5241
2017-10-13 12-AM,5209.44,5247,5171.08,5280
2017-10-13 01-AM,5241,5280.13,5215,5458.96
2017-10-13 02-AM,5280,5490,5280,5454
2017-10-13 03-AM,5458.96,5465,5350,5474.12
2017-10-13 04-AM,5454,5530,5435,5250
2017-10-13 05-AM,5474.12,5514.11,5234.6,5305
2017-10-13 06-AM,5250,5372.87,5199,5444
2017-10-13 07-AM,5305,5454,5300,5450
2017-10-13 08-AM,5444,5500,5426.01,5502.38
2017-10-13 09-AM,5450,5502.38,5420,5441.08
2017-10-13 10-AM,5502.38,5518.8,5411.35,5420
2017-10-13 11-AM,5441.08,5449.96,5406.01,5376
2017-10-13 12-PM,5420,5449.4,5375,5410
2017-10-13 01-PM,5376,5422.14,5376,5495
2017-10-13 02-PM,5410,5550,5410,5464.1
2017-10-13 03-PM,5495,5495,5428.74,5430
2017-10-13 04-PM,5464.1,5493,5429,5435.13
2017-10-13 05-PM,5430,5460.16,5400,5402
2017-10-13 06-PM,5435.13,5449.96,5400,5330
2017-10-13 07-PM,5402,5440,5267,5392.9
2017-10-13 08-PM,5330,5400,5317,5403.23
2017-10-13 09-PM,5392.9,5409,5372,5390
2017-10-13 10-PM,5403.23,5409,5336.5,5365.01
2017-10-13 11-PM,5390,5409,5354.93,5366.01
2017-10-14 12-AM,5365.01,5432.64,5365,5382.45
2017-10-14 01-AM,5366.01,5419.94,5366.01,5420
2017-10-14 02-AM,5382.45,5446.67,5378,5410.12
2017-10-14 03-AM,5420,5439,5390,5370
2017-10-14 04-AM,5410.12,5438.8,5355.89,5379
2017-10-14 05-AM,5370,5390,5317,5300
2017-10-14 06-AM,5379,5379,5277,5313
2017-10-14 07-AM,5300,5348.75,5300,5344.9
2017-10-14 08-AM,5313,5346.89,5302.01,5325.04
2017-10-14 09-AM,5344.9,5349,5317.08,5382.66
2017-10-14 10-AM,5325.04,5382.66,5325.04,5399.1
2017-10-14 11-AM,5382.66,5448.76,5382,5422.99
2017-10-14 12-PM,5399.1,5425,5380,5406.14
2017-10-14 01-PM,5422.99,5430,5399.16,5430
2017-10-14 02-PM,5406.14,5436,5400,5413.01
2017-10-14 03-PM,5430,5447.98,5405.17,5460
2017-10-14 04-PM,5413.01,5477,5413.01,5471
2017-10-14 05-PM,5460,5500,5437.09,5456.99
2017-10-14 06-PM,5471,5494.97,5426.95,5440.5
2017-10-14 07-PM,5456.99,5456.99,5436,5440.5
2017-10-14 08-PM,5440.5,5440.5,5440.5,5440.5
2017-10-14 09-PM,5440.5,5440.5,5440.5,5440.5
2017-10-14 10-PM,5440.5,5440.5,5440.5,5510
2017-10-14 11-PM,5440.5,5528.68,5418.75,5520.5
2017-10-15 12-AM,5510,5542.58,5500,5535.68
2017-10-15 01-AM,5520.5,5542,5500,5537
2017-10-15 02-AM,5535.68,5550,5513.79,5534.98
2017-10-15 03-AM,5537,5550,5493.94,5498
2017-10-15 04-AM,5534.98,5534.98,5480.01,5506.51
2017-10-15 05-AM,5498,5535,5481,5499.99
2017-10-15 06-AM,5506.51,5531.98,5470,5497
2017-10-15 07-AM,5499.99,5534.8,5460,5376
2017-10-15 08-AM,5497,5497,5350,5368.79
2017-10-15 09-AM,5376,5402.22,5300,5365
2017-10-15 10-AM,5368.79,5397.89,5308.2,5301
2017-10-15 11-AM,5365,5396,5301,5358
2017-10-15 12-PM,5301,5369.97,5300,5378.94
2017-10-15 01-PM,5358,5379,5310,5354.72
2017-10-15 02-PM,5378.94,5390,5324,5389.98
2017-10-15 03-PM,5354.72,5390,5354.72,5375.98
2017-10-15 04-PM,5389.98,5389.99,5314.04,5338
2017-10-15 05-PM,5375.98,5375.98,5305.51,5331
2017-10-15 06-PM,5338,5367,5330,5340.2
2017-10-15 07-PM,5331,5365,5331,5368.86
2017-10-15 08-PM,5340.2,5368.86,5335.01,5333.03
2017-10-15 09-PM,5368.86,5369.96,5267.59,5413.56
2017-10-15 10-PM,5333.03,5413.56,5333.03,5410.45
2017-10-15 11-PM,5413.56,5450,5388.07,5449
2017-10-16 12-AM,5410.45,5449,5410.22,5421
2017-10-16 01-AM,5449,5450,5415.9,5431.88
2017-10-16 02-AM,5421,5445,5410.41,5400
2017-10-16 03-AM,5431.88,5432.06,5400,5390
2017-10-16 04-AM,5400,5419.95,5380.08,5410
2017-10-16 05-AM,5390,5430,5380,5397.94
2017-10-16 06-AM,5410,5430,5347.11,5396.38
2017-10-16 07-AM,5397.94,5430,5369.52,5388.76
2017-10-16 08-AM,5396.38,5410.99,5380.01,5416.3
2017-10-16 09-AM,5388.76,5430,5388.76,5460
2017-10-16 10-AM,5416.3,5480,5405.07,5490
2017-10-16 11-AM,5460,5500,5450,5496.8
2017-10-16 12-PM,5490,5500,5450.01,5400
2017-10-16 01-PM,5496.8,5496.8,5391.42,5448.55
2017-10-16 02-PM,5400,5462.91,5392,5434.01
2017-10-16 03-PM,5448.55,5489,5427,5458.77
2017-10-16 04-PM,5434.01,5490,5421.03,5465
2017-10-16 05-PM,5458.77,5466.75,5435.2,5498
2017-10-16 06-PM,5465,5499,5448.94,5498
2017-10-16 07-PM,5498,5500,5449.06,5486.04
2017-10-16 08-PM,5498,5500,5474.53,5483.98
2017-10-16 09-PM,5486.04,5494,5410,5488
2017-10-16 10-PM,5483.98,5490,5460.05,5481
2017-10-16 11-PM,5488,5501,5462,5501
2017-10-17 12-AM,5481,5501,5470.2,5445
2017-10-17 01-AM,5501,5501,5445,5475
2017-10-17 02-AM,5445,5488.54,5445,5484.94
2017-10-17 03-AM,5475,5484.94,5432,5482.98
2017-10-17 04-AM,5484.94,5484.94,5430.21,5431.07
2017-10-17 05-AM,5482.98,5484,5431.04,5495
2017-10-17 06-AM,5431.07,5495,5430.02,5494.5
2017-10-17 07-AM,5495,5500,5473.1,5497.39
2017-10-17 08-AM,5494.5,5497.39,5468.19,5497
2017-10-17 09-AM,5497.39,5499,5482.01,5500
2017-10-17 10-AM,5497,5500,5479,5453.73
2017-10-17 11-AM,5500,5500,5432,5443.22
2017-10-17 12-PM,5453.73,5465,5432.03,5460.61
2017-10-17 01-PM,5443.22,5499,5430,5462.91
2017-10-17 02-PM,5460.61,5475.04,5435.02,5460.03
2017-10-17 03-PM,5462.91,5485.5,5450,5490
2017-10-17 04-PM,5460.03,5499,5460.01,5503.9
2017-10-17 05-PM,5490,5506.44,5480,5499.4
2017-10-17 06-PM,5503.9,5504,5475.01,5480
2017-10-17 07-PM,5499.4,5500,5451.01,5494.98
2017-10-17 08-PM,5480,5500,5450.1,5480
2017-10-17 09-PM,5494.98,5495,5447,5480
2017-10-17 10-PM,5480,5480,5445.01,5473.2
2017-10-17 11-PM,5480,5480,5430,5450
2017-10-18 12-AM,5473.2,5479.32,5422,5430
2017-10-18 01-AM,5450,5475,5410,5446
2017-10-18 02-AM,5430,5447.86,5419.6,5415
2017-10-18 03-AM,5446,5446,5405.12,5443
2017-10-18 04-AM,5415,5445,5405.13,5439.99
2017-10-18 05-AM,5443,5445,5420.01,5348
2017-10-18 06-AM,5439.99,5439.99,5348,5288.2
2017-10-18 07-AM,5348,5368.99,5288.2,5280
2017-10-18 08-AM,5288.2,5293,5200,5329.88
2017-10-18 09-AM,5280,5403.5,5274.51,5305.56
2017-10-18 10-AM,5329.88,5390,5274.51,5245
2017-10-18 11-AM,5305.56,5305.96,5200,5240.88
2017-10-18 12-PM,5245,5330,5220,5157.3
2017-10-18 01-PM,5240.88,5251.32,5105.98,5162
2017-10-18 02-PM,5157.3,5222,5050,5320
2017-10-18 03-PM,5162,5325,5151,5352
2017-10-18 04-PM,5320,5450,5296.08,5374.89
2017-10-18 05-PM,5352,5440,5320,5373
2017-10-18 06-PM,5374.89,5413.77,5321.47,5372.95
2017-10-18 07-PM,5373,5399,5350,5433.43
2017-10-18 08-PM,5372.95,5433.43,5364.3,5430
2017-10-18 09-PM,5433.43,5459.89,5410,5464.15
2017-10-18 10-PM,5430,5500,5400.04,5493
2017-10-18 11-PM,5464.15,5500,5464.15,5498
2017-10-19 12-AM,5493,5498,5465.57,5490.04
2017-10-19 01-AM,5498,5500,5465.81,5518.98
2017-10-19 02-AM,5490.04,5520,5482.1,5500
2017-10-19 03-AM,5518.98,5520,5484,5510
2017-10-19 04-AM,5500,5520,5491.03,5492
2017-10-19 05-AM,5510,5525,5492,5477.99
2017-10-19 06-AM,5492,5500,5451,5480
2017-10-19 07-AM,5477.99,5480,5448.02,5500
2017-10-19 08-AM,5480,5500,5477,5545.99
2017-10-19 09-AM,5500,5546.98,5478,5580
2017-10-19 10-AM,5545.99,5590,5488.17,5641.97
2017-10-19 11-AM,5580,5649,5560,5598
2017-10-19 12-PM,5641.97,5650,5557.88,5630
2017-10-19 01-PM,5598,5630,5552.36,5580.01
2017-10-19 02-PM,5630,5646.99,5580,5521
2017-10-19 03-PM,5580.01,5611.99,5510,5576
2017-10-19 04-PM,5521,5583.56,5510.01,5583.57
2017-10-19 05-PM,5576,5583.58,5540,5579.99
2017-10-19 06-PM,5583.57,5585,5554.4,5573.99
2017-10-19 07-PM,5579.99,5580,5541.05,5584.4
2017-10-19 08-PM,5573.99,5600,5542.02,5616.83
2017-10-19 09-PM,5584.4,5627,5573,5596.08
2017-10-19 10-PM,5616.83,5635,5586.03,5610
2017-10-19 11-PM,5596.08,5628,5591.34,5625
2017-10-20 12-AM,5610,5625,5600,5617.8
2017-10-20 01-AM,5625,5625,5595.5,5619.99
2017-10-20 02-AM,5617.8,5625,5586.01,5596.18
2017-10-20 03-AM,5619.99,5619.99,5586.03,5613.8
2017-10-20 04-AM,5596.18,5614.88,5592,5592
2017-10-20 05-AM,5613.8,5614,5590,5528.11
2017-10-20 06-AM,5592,5592,5528.11,5522.5
2017-10-20 07-AM,5528.11,5560,5429.53,5521
2017-10-20 08-AM,5522.5,5552.1,5503,5547.99
2017-10-20 09-AM,5521,5547.99,5515.01,5531
2017-10-20 10-AM,5547.99,5549,5525,5542.08
2017-10-20 11-AM,5531,5552.09,5522.25,5518
2017-10-20 12-PM,5542.08,5552.1,5500,5560
2017-10-20 01-PM,5518,5565,5510.01,5700
2017-10-20 02-PM,5560,5780,5546.14,5693.98
2017-10-20 03-PM,5700,5772,5681.83,5766.88
2017-10-20 04-PM,5693.98,5799,5650,5769
2017-10-20 05-PM,5766.88,5779.9,5720.05,5790
2017-10-20 06-PM,5769,5795,5752,5886.42
2017-10-20 07-PM,5790,5886.42,5770.99,5797
2017-10-20 08-PM,5886.42,5900,5750,5785.5
2017-10-20 09-PM,5797,5815,5754.43,5800
2017-10-20 10-PM,5785.5,5800,5770,5790.01
2017-10-20 11-PM,5800,5819.01,5781.87,5797.99
2017-10-21 12-AM,5790.01,5815.1,5790,5820.1
2017-10-21 01-AM,5797.99,5850.09,5757,5884.82
2017-10-21 02-AM,5820.1,5900,5820.1,5891.43
2017-10-21 03-AM,5884.82,5917,5878,5900
2017-10-21 04-AM,5891.43,5970,5875,5940
2017-10-21 05-AM,5900,5943.15,5863,5940.45
2017-10-21 06-AM,5940,5959.99,5900.01,5979.9
2017-10-21 07-AM,5940.45,5980,5910,5920
2017-10-21 08-AM,5979.9,5980,5913,5930
2017-10-21 09-AM,5920,5948,5915,5978.88
2017-10-21 10-AM,5930,5989,5917,5991.4
2017-10-21 11-AM,5978.88,6000,5956.01,5974.78
2017-10-21 12-PM,5991.4,6000,5935.05,5999.59
2017-10-21 01-PM,5974.78,6000,5936.02,6018.98
2017-10-21 02-PM,5999.59,6039,5980.07,6049.99
2017-10-21 03-PM,6018.98,6050,6000,6015
2017-10-21 04-PM,6049.99,6050,6010.97,5879.99
2017-10-21 05-PM,6015,6027.8,5750.1,5936
2017-10-21 06-PM,5879.99,5936,5850.44,5952.91
2017-10-21 07-PM,5936,5956,5912,5980.1
2017-10-21 08-PM,5952.91,5980.68,5935,5945
2017-10-21 09-PM,5980.1,6000,5942,5942.7
2017-10-21 10-PM,5945,5966.91,5930,5913.2
2017-10-21 11-PM,5942.7,5959.89,5909,5880.89
2017-10-22 12-AM,5913.2,5922,5879.2,5870
2017-10-22 01-AM,5880.89,5912.47,5870,5856.29
2017-10-22 02-AM,5870,5908.17,5848.65,5830
2017-10-22 03-AM,5856.29,5869.17,5815.46,5695.01
2017-10-22 04-AM,5830,5840,5652,5745.97
2017-10-22 05-AM,5695.01,5790,5652,5769.63
2017-10-22 06-AM,5745.97,5769.99,5692,5889
2017-10-22 07-AM,5769.63,5889,5755,5850
2017-10-22 08-AM,5889,5889,5800,5760.01
2017-10-22 09-AM,5850,5850,5758.15,5775.99
2017-10-22 10-AM,5760.01,5807.06,5750,5774.07
2017-10-22 11-AM,5775.99,5799.99,5701,5840
2017-10-22 12-PM,5774.07,5850,5767.64,5860
2017-10-22 01-PM,5840,5860.5,5810,5960.01
2017-10-22 02-PM,5860,5970,5820,5930.06
2017-10-22 03-PM,5960.01,5967,5921.01,5861.3
2017-10-22 04-PM,5930.06,5959.64,5861.3,5928
2017-10-22 05-PM,5861.3,5969,5861.3,5885
2017-10-22 06-PM,5928,5928,5857.31,5839.1
2017-10-22 07-PM,5885,5931.2,5795,5855.8
2017-10-22 08-PM,5839.1,5899,5780,5798.8
2017-10-22 09-PM,5855.8,5881.19,5785,5861.3
2017-10-22 10-PM,5798.8,5896.88,5798.8,5884.74
2017-10-22 11-PM,5861.3,5905.95,5860,5898.84
2017-10-23 12-AM,5884.74,5905.96,5875.05,5894.6
2017-10-23 01-AM,5898.84,5926.98,5880.24,5894.8
2017-10-23 02-AM,5894.6,5926,5892.89,5906.1
2017-10-23 03-AM,5894.8,5925,5819.9,5912.7
2017-10-23 04-AM,5906.1,5930,5862.51,5889.96
2017-10-23 05-AM,5912.7,5970,5850,5816.63
2017-10-23 06-AM,5889.96,5889.96,5816.63,5814.2
2017-10-23 07-AM,5816.63,5871.3,5789,5768
2017-10-23 08-AM,5814.2,5862,5760,5800.5
2017-10-23 09-AM,5768,5805.9,5768,5881.7
2017-10-23 10-AM,5800.5,5885,5782.01,5859.99
2017-10-23 11-AM,5881.7,5883.02,5800,5718
2017-10-23 12-PM,5859.99,5859.99,5698.11,5670
2017-10-23 01-PM,5718,5769.61,5569.85,5720
2017-10-23 02-PM,5670,5800,5658.43,5758.01
2017-10-23 03-PM,5720,5800,5604.5,5812
2017-10-23 04-PM,5758.01,5818.8,5721.19,5808
2017-10-23 05-PM,5812,5821.26,5770,5773.1
2017-10-23 06-PM,5808,5850,5740,5870
2017-10-23 07-PM,5773.1,5879.13,5770.21,5864
2017-10-23 08-PM,5870,5899.99,5840.01,5795.01
2017-10-23 09-PM,5864,5865,5758.49,5800
2017-10-23 10-PM,5795.01,5848.22,5721.39,5750
2017-10-23 11-PM,5800,5809.09,5730,5706.05
2017-10-24 12-AM,5750,5785,5670.06,5605.86
