Date,Open,High,Low,Close
2018-01-24 03-AM,11620,11739.99,11606.97,11584
2018-01-24 04-AM,11665.5,11687.29,11452,11650.7
2018-01-24 05-AM,11584,11709.12,11551.96,11844
2018-01-24 06-AM,11650.7,11897.82,11585,11768.54
2018-01-24 07-AM,11844,11910,11700.1,11788.9
2018-01-24 08-AM,11768.54,11893.87,11725.9,11915
2018-01-24 09-AM,11788.9,11920,11666,11850.1
2018-01-24 10-AM,11915,11940,11756.54,11835
2018-01-24 11-AM,11850.1,11950,11761,12119.99
2018-01-24 12-PM,11835,12261.6,11833,11998.39
2018-01-24 01-PM,12119.99,12200,11861,12000
2018-01-24 02-PM,11998.39,12272.44,11960,11850
2018-01-24 03-PM,12000,12000,11830,11872
2018-01-24 04-PM,11850,11935.49,11666,11841.2
2018-01-24 05-PM,11872,11887,11714.08,11935.99
2018-01-24 06-PM,11841.2,12033.83,11841.2,12050
2018-01-24 07-PM,11935.99,12050,11902,12013.01
2018-01-24 08-PM,12050,12100,12011.38,12094
2018-01-24 09-PM,12013.01,12150,12013,11990
2018-01-24 10-PM,12094,12100.89,11969.83,12152
2018-01-24 11-PM,11990,12153.07,11962.02,12102
2018-01-25 12-AM,12152,12190,12000,12140.3
2018-01-25 01-AM,12102,12191,12054.99,12236.59
2018-01-25 02-AM,12140.3,12270.1,12129.73,12335.1
2018-01-25 03-AM,12236.59,12400,12137.7,12187.84
2018-01-25 04-AM,12335.1,12398,12127.1,12220
2018-01-25 05-AM,12187.84,12230.99,12081.83,12170
2018-01-25 06-AM,12220,12295,12154,12150.01
2018-01-25 07-AM,12170,12247.33,12050.01,12067.99
2018-01-25 08-AM,12150.01,12198.51,12006,12132.8
2018-01-25 09-AM,12067.99,12175,11888,12180
2018-01-25 10-AM,12132.8,12200,12130,12100
2018-01-25 11-AM,12180,12214.47,12100,11999.5
2018-01-25 12-PM,12100,12121,11999.5,12100
2018-01-25 01-PM,11999.5,12144,11999.5,12063
2018-01-25 02-PM,12100,12150,12037.25,11798
2018-01-25 03-PM,12063,12066,11750,11810
2018-01-25 04-PM,11798,12100,11752.99,11846
2018-01-25 05-PM,11810,11878.24,11750.04,12032
2018-01-25 06-PM,11846,12070,11846,12050
2018-01-25 07-PM,12032,12100,11972,12088.03
2018-01-25 08-PM,12050,12149,12000,12050
2018-01-25 09-PM,12088.03,12149,12001,12077.12
2018-01-25 10-PM,12050,12105.53,12000,12030.06
2018-01-25 11-PM,12077.12,12077.12,12001.99,12120
2018-01-26 12-AM,12030.06,12120,12003,12160
2018-01-26 01-AM,12120,12160,12025,12300
2018-01-26 02-AM,12160,12300,12145.01,12218.43
2018-01-26 03-AM,12300,12300,12192.19,12100
2018-01-26 04-AM,12218.43,12242,12047.98,12139.78
2018-01-26 05-AM,12100,12188.34,12030.08,12250
2018-01-26 06-AM,12139.78,12289,12109.26,12075.2
2018-01-26 07-AM,12250,12250,12000,11901
2018-01-26 08-AM,12075.2,12158,11801,11700.01
2018-01-26 09-AM,11901,11957.1,11650,11731.74
2018-01-26 10-AM,11700.01,11930,11665,11760
2018-01-26 11-AM,11731.74,11843.36,11635,11800
2018-01-26 12-PM,11760,11800,11600,11735
2018-01-26 01-PM,11800,11856.75,11689,11740
2018-01-26 02-PM,11735,11790,11600,11926.21
2018-01-26 03-PM,11740,11977.27,11725,11900
2018-01-26 04-PM,11926.21,12160.73,11831,11940
2018-01-26 05-PM,11900,11950,11811,11860
2018-01-26 06-PM,11940,11950,11832.73,11835
2018-01-26 07-PM,11860,11916.83,11832.73,11870
2018-01-26 08-PM,11835,12000,11835,11857.88
2018-01-26 09-PM,11870,11870,11810.01,11843
2018-01-26 10-PM,11857.88,11868.41,11810.01,11968.99
2018-01-26 11-PM,11843,11976.96,11823,11908.4
2018-01-27 12-AM,11968.99,11985.48,11820,11875
2018-01-27 01-AM,11908.4,11998,11820,11978
2018-01-27 02-AM,11875,12000,11820.1,11875.2
2018-01-27 03-AM,11978,11990,11841.44,11930
2018-01-27 04-AM,11875.2,11966.13,11822,12048.77
2018-01-27 05-AM,11930,12048.84,11911.82,12090.02
2018-01-27 06-AM,12048.77,12120,11999.56,12058.88
2018-01-27 07-AM,12090.02,12090.02,11953.43,12013
2018-01-27 08-AM,12058.88,12099,11980.01,12007.43
2018-01-27 09-AM,12013,12039.99,11924.86,11955.23
2018-01-27 10-AM,12007.43,12030.94,11955.04,11816.26
2018-01-27 11-AM,11955.23,11985,11767,11880
2018-01-27 12-PM,11816.26,11890,11800,11901.41
2018-01-27 01-PM,11880,11981.94,11880,11923.15
2018-01-27 02-PM,11901.41,12000,11879,12099
2018-01-27 03-PM,11923.15,12150,11878.01,12100
2018-01-27 04-PM,12099,12100,11906.64,12061
2018-01-27 05-PM,12100,12129.34,11971.99,11980
2018-01-27 06-PM,12061,12090.22,11978.28,12065.1
2018-01-27 07-PM,11980,12090,11980,12116.5
2018-01-27 08-PM,12065.1,12128,12038.01,12150
2018-01-27 09-PM,12116.5,12156,12037.25,12096.85
2018-01-27 10-PM,12150,12152,12050,12052.81
2018-01-27 11-PM,12096.85,12097.7,12001.1,12091.6
2018-01-28 12-AM,12052.81,12126.98,12052.8,12100
2018-01-28 01-AM,12091.6,12126.98,12041.3,12128.1
2018-01-28 02-AM,12100,12149,12080,12103
2018-01-28 03-AM,12128.1,12148.99,12085.63,12188.82
2018-01-28 04-AM,12103,12200,12099,12218.4
2018-01-28 05-AM,12188.82,12250,12168.01,12456
2018-01-28 06-AM,12218.4,12460,12189.35,12289.94
2018-01-28 07-AM,12456,12549,12243.01,12333
2018-01-28 08-AM,12289.94,12369.28,12232.06,12296
2018-01-28 09-AM,12333,12364,12230.1,12330
2018-01-28 10-AM,12296,12342.39,12286,12390
2018-01-28 11-AM,12330,12400,12286,12209
2018-01-28 12-PM,12390,12450,12171,12245.64
2018-01-28 01-PM,12209,12310,12191.25,12263.86
2018-01-28 02-PM,12245.64,12308.77,12204,12223.36
2018-01-28 03-PM,12263.86,12370.01,12200,12204
2018-01-28 04-PM,12223.36,12340,12201.2,12100
2018-01-28 05-PM,12204,12277,12080,12133.5
2018-01-28 06-PM,12100,12199.89,12082,12139.62
2018-01-28 07-PM,12133.5,12188.23,12080,12185
2018-01-28 08-PM,12139.62,12249,12139.62,12165
2018-01-28 09-PM,12185,12277,12126.81,12147.7
2018-01-28 10-PM,12165,12208.64,12123,12098.4
2018-01-28 11-PM,12147.7,12167.51,12015.19,12148.41
2018-01-29 12-AM,12098.4,12188.34,12017,12027.92
2018-01-29 01-AM,12148.41,12148.41,11977.41,11995
2018-01-29 02-AM,12027.92,12103.47,11955,11954.48
2018-01-29 03-AM,11995,12049.96,11954.48,12110
2018-01-29 04-AM,11954.48,12145.83,11950,12000
2018-01-29 05-AM,12110,12141,11975.1,11849.9
2018-01-29 06-AM,12000,12100,11810,11800
2018-01-29 07-AM,11849.9,11893.87,11800,11873.5
2018-01-29 08-AM,11800,11950,11780,11860
2018-01-29 09-AM,11873.5,11938,11851,11840.48
2018-01-29 10-AM,11860,11983,11840,11801
2018-01-29 11-AM,11840.48,11925,11771,11881.97
2018-01-29 12-PM,11801,11944.56,11800.01,11969.99
2018-01-29 01-PM,11881.97,11969.99,11822,11902.09
2018-01-29 02-PM,11969.99,12000,11873.82,11922
2018-01-29 03-PM,11902.09,11939,11840,11906.23
2018-01-29 04-PM,11922,11935.48,11862.55,11949.99
2018-01-29 05-PM,11906.23,11997.45,11870.2,11965
2018-01-29 06-PM,11949.99,11980,11873.01,11906.56
2018-01-29 07-PM,11965,11972,11894,11899.99
2018-01-29 08-PM,11906.56,11944.59,11894,11887
2018-01-29 09-PM,11899.99,11939.9,11843,11861.6
2018-01-29 10-PM,11887,11950,11851.5,11876.12
2018-01-29 11-PM,11861.6,11918.99,11851.6,11916
2018-01-30 12-AM,11876.12,11949,11855.33,11810.06
2018-01-30 01-AM,11916,11948.87,11801,11761
2018-01-30 02-AM,11810.06,11858.13,11750,11848.67
2018-01-30 03-AM,11761,11900,11666,11899.9
2018-01-30 04-AM,11848.67,12000,11805.31,11803.7
2018-01-30 05-AM,11899.9,11899.9,11751,11810.9
2018-01-30 06-AM,11803.7,11844.99,11792.05,11889.99
2018-01-30 07-AM,11810.9,11889.99,11759.27,11800
2018-01-30 08-AM,11889.99,11899.99,11768,11728.8
2018-01-30 09-AM,11800,11847.97,11700,11793.64
2018-01-30 10-AM,11728.8,11805,11700,11731.72
2018-01-30 11-AM,11793.64,11799.99,11680,11680.01
2018-01-30 12-PM,11731.72,11775,11673.21,11501.01
2018-01-30 01-PM,11680.01,11699,11387,11390
2018-01-30 02-PM,11501.01,11547.86,11380,11100
2018-01-30 03-PM,11390,11390,11010,11298.95
2018-01-30 04-PM,11100,11382.14,11090,11106
2018-01-30 05-PM,11298.95,11326.08,11094.01,10940
2018-01-30 06-PM,11106,11250,10800,11230
2018-01-30 07-PM,10940,11250,10651.71,11039
2018-01-30 08-PM,11230,11248,10963.21,10960
2018-01-30 09-PM,11039,11078,10932.04,11094.45
2018-01-30 10-PM,10960,11168.9,10960,10970.53
2018-01-30 11-PM,11094.45,11097.59,10916,10867.31
2018-01-31 12-AM,10970.53,10999.9,10835,10800
2018-01-31 01-AM,10867.31,10975.48,10751.84,10960.1
2018-01-31 02-AM,10800,10987.76,10700,10801
2018-01-31 03-AM,10960.1,10999.99,10700,10690.21
2018-01-31 04-AM,10801,10801,10670,10686.5
2018-01-31 05-AM,10690.21,10740,10550,10810
2018-01-31 06-AM,10686.5,10850,10627.58,10790
2018-01-31 07-AM,10810,10815,10753.99,10725.01
2018-01-31 08-AM,10790,10839.39,10725.01,10690.5
2018-01-31 09-AM,10725.01,10734.61,10600,10700
2018-01-31 10-AM,10690.5,10768.67,10649.4,10780
2018-01-31 11-AM,10700,10825.25,10653,10887
2018-01-31 12-PM,10780,10895.34,10768.03,10727.56
2018-01-31 01-PM,10887,10900,10700,10637
2018-01-31 02-PM,10727.56,10874,10625,10621
2018-01-31 03-PM,10637,10681.56,10500,10520
2018-01-31 04-PM,10621,10621,10000,10455.09
2018-01-31 05-PM,10520,10591,10413.79,10549
2018-01-31 06-PM,10455.09,10625.72,10430.01,10555
2018-01-31 07-PM,10549,10567.24,10417,10619.95
2018-01-31 08-PM,10555,10625.72,10555,10570
2018-01-31 09-PM,10619.95,10619.95,10565.23,10647
2018-01-31 10-PM,10570,10663.55,10562.13,10660
2018-01-31 11-PM,10647,10693.59,10582.06,10626
2018-02-01 12-AM,10660,10730,10608.57,10628.1
2018-02-01 01-AM,10626,10730,10593.55,10665.8
2018-02-01 02-AM,10628.1,10710,10590.39,10551
2018-02-01 03-AM,10665.8,10675.66,10540.64,10649.82
2018-02-01 04-AM,10551,10692.42,10510.01,10680.2
2018-02-01 05-AM,10649.82,10711,10649.82,10660.8
2018-02-01 06-AM,10680.2,10720,10650,10650.1
2018-02-01 07-AM,10660.8,10721,10635,10480
2018-02-01 08-AM,10650.1,10687.02,10429,10090
2018-02-01 09-AM,10480,10492.8,10070,10038
2018-02-01 10-AM,10090,10168.49,10000,10090.2
2018-02-01 11-AM,10038,10199.02,10000,9740
2018-02-01 12-PM,10090.2,10115.81,9601,9505
2018-02-01 01-PM,9740,9763.91,9500,9696
2018-02-01 02-PM,9505,9900,9501.12,9591.82
2018-02-01 03-PM,9696,9791.27,9530,9509.99
2018-02-01 04-PM,9591.82,9646.52,9400,9399
2018-02-01 05-PM,9509.99,9509.99,9307.74,9399
2018-02-01 06-PM,9399,9450.65,9313.28,9027.6
2018-02-01 07-PM,9399,9417,9021,8901.5
2018-02-01 08-PM,9027.6,9027.6,8901,8901.5
2018-02-01 09-PM,8901.5,8901.5,8901.5,8901.5
2018-02-01 10-PM,8901.5,8901.5,8901.5,8901.5
2018-02-01 11-PM,8901.5,8901.5,8901.5,8901.5
2018-02-02 12-AM,8901.5,8901.5,8901.5,8901.5
2018-02-02 01-AM,8901.5,8901.5,8901.5,8901.5
2018-02-02 02-AM,8901.5,8901.5,8901.5,8901.5
2018-02-02 03-AM,8901.5,8901.5,8901.5,9010
2018-02-02 04-AM,8901.5,9029,8700,9139.77
2018-02-02 05-AM,9010,9152.08,8993.65,8915.09
2018-02-02 06-AM,9139.77,9150,8728.28,8825
2018-02-02 07-AM,8915.09,9153.31,8825,8600
2018-02-02 08-AM,8825,8870,8599.9,8600
2018-02-02 09-AM,8600,8700,8300,8505
2018-02-02 10-AM,8600,8620,8414.04,8435
2018-02-02 11-AM,8505,8608.38,8364.1,8466.13
2018-02-02 12-PM,8435,8664.43,8008.09,9988
2018-02-02 01-PM,8466.13,9988,8450.01,9557.16
2018-02-02 02-PM,9988,10200,9220,9806.01
2018-02-02 03-PM,9557.16,9900,9400,9859
2018-02-02 04-PM,9806.01,9942.55,9700,9373.08
2018-02-02 05-PM,9859,9860,9270,9327.83
2018-02-02 06-PM,9373.08,9500,9262.45,9327.36
2018-02-02 07-PM,9327.83,9400,9150,9300.5
2018-02-02 08-PM,9327.36,9500,9287.67,9321.39
2018-02-02 09-PM,9300.5,9375,9201,9500
2018-02-02 10-PM,9321.39,9550,9281.3,9542.82
2018-02-02 11-PM,9500,9581,9462.4,9528.03
2018-02-03 12-AM,9542.82,9899,9501.57,9510.02
2018-02-03 01-AM,9528.03,9575.93,9414.25,9482.1
2018-02-03 02-AM,9510.02,9520.95,9425.64,9233.5
2018-02-03 03-AM,9482.1,9482.1,8844.62,9185.89
2018-02-03 04-AM,9233.5,9304.6,9100,9262.41
2018-02-03 05-AM,9185.89,9397,9136.75,9310
2018-02-03 06-AM,9262.41,9350,9200,9299.99
2018-02-03 07-AM,9310,9350,9280,9658.94
2018-02-03 08-AM,9299.99,9659.4,9270,9707
2018-02-03 09-AM,9658.94,9767,9608.13,9577.36
2018-02-03 10-AM,9707,9720,9501,9790
2018-02-03 11-AM,9577.36,9790,9500,9788.16
2018-02-03 12-PM,9790,9848.82,9700,9860.11
2018-02-03 01-PM,9788.16,9940,9725.2,9978
2018-02-03 02-PM,9860.11,10100,9829.33,9797.9
2018-02-03 03-PM,9978,10042.9,9742.22,9875
2018-02-03 04-PM,9797.9,9875,9622.5,9692.82
2018-02-03 05-PM,9875,9936.03,9692.82,9899.99
2018-02-03 06-PM,9692.82,9899.99,9622.5,9828.66
2018-02-03 07-PM,9899.99,9923.43,9768.45,9821
2018-02-03 08-PM,9828.66,9998,9820,9796
2018-02-03 09-PM,9821,9877.99,9753.81,9740
2018-02-03 10-PM,9796,9850,9730,9780.05
2018-02-03 11-PM,9740,9814.48,9705,9701
2018-02-04 12-AM,9780.05,9814.5,9700,9660.12
2018-02-04 01-AM,9701,9780.23,9660.12,9714.42
2018-02-04 02-AM,9660.12,9766.82,9650,9765
2018-02-04 03-AM,9714.42,9799,9687.28,9765
2018-02-04 04-AM,9765,9812,9704,9880
2018-02-04 05-AM,9765,9885,9740,9886
2018-02-04 06-AM,9880,9950,9859.39,9859.29
2018-02-04 07-AM,9886,9996.21,9816.06,9823
2018-02-04 08-AM,9859.29,9875,9796.51,9461
2018-02-04 09-AM,9823,9823,9264.86,9402.56
2018-02-04 10-AM,9461,9500,9301.55,9405
2018-02-04 11-AM,9402.56,9612.11,9370,9394
2018-02-04 12-PM,9405,9410,9170,9380
2018-02-04 01-PM,9394,9444.44,9300,9400
2018-02-04 02-PM,9380,9555.29,9380,9245.71
2018-02-04 03-PM,9400,9500,9200,9282.48
2018-02-04 04-PM,9245.71,9336.99,9159.85,9276.89
2018-02-04 05-PM,9282.48,9375.99,9210.1,9162.11
2018-02-04 06-PM,9276.89,9324.9,9102.01,9077.69
2018-02-04 07-PM,9162.11,9197.33,9025,8882.1
2018-02-04 08-PM,9077.69,9100,8657,8920
2018-02-04 09-PM,8882.1,9125,8780,9130.73
2018-02-04 10-PM,8920,9200,8910,9050
2018-02-04 11-PM,9130.73,9189.9,9028.27,9060.1
2018-02-05 12-AM,9050,9184.11,9027.46,8944.33
2018-02-05 01-AM,9060.1,9120.16,8900,8898.4
2018-02-05 02-AM,8944.33,8968.53,8800.1,8882.9
2018-02-05 03-AM,8898.4,9078.25,8800,8960.17
2018-02-05 04-AM,8882.9,8960.17,8820.26,8948.84
2018-02-05 05-AM,8960.17,9150,8920.11,8898.86
2018-02-05 06-AM,8948.84,8991.71,8897.72,8679.4
2018-02-05 07-AM,8898.86,8899.9,8620,8499.9
2018-02-05 08-AM,8679.4,8742.53,8482.33,8458.26
2018-02-05 09-AM,8499.9,8595,8369.9,8335
2018-02-05 10-AM,8458.26,8498.9,8334,8252.95
2018-02-05 11-AM,8335,8500,8190,8400.1
2018-02-05 12-PM,8252.95,9010.9,8193.7,8395.4
2018-02-05 01-PM,8400.1,8570,8306.27,8091.91
2018-02-05 02-PM,8395.4,8437.84,8030.23,8200
2018-02-05 03-PM,8091.91,8480,8050,8189.07
2018-02-05 04-PM,8200,8450,8180,7930
2018-02-05 05-PM,8189.07,8231.88,7930,7849.99
2018-02-05 06-PM,7930,8113.77,7832,7649.8
2018-02-05 07-PM,7849.99,7889.24,7600.77,8133.4
2018-02-05 08-PM,7649.8,8465.44,7613.05,8027.91
2018-02-05 09-PM,8133.4,8250,7900,7711
2018-02-05 10-PM,8027.91,8065.29,7700,7756.32
2018-02-05 11-PM,7711,7847.93,7620,7771.11
2018-02-06 12-AM,7756.32,8246,7750.65,7464.99
2018-02-06 01-AM,7771.11,7771.11,7400,7365
2018-02-06 02-AM,7464.99,7555,7333,7270
2018-02-06 03-AM,7365,7400,7185.53,6869.9
2018-02-06 04-AM,7270,7275,6800,7127.23
2018-02-06 05-AM,6869.9,7266.87,6600,6659.44
2018-02-06 06-AM,7127.23,7150,6513.13,6275
2018-02-06 07-AM,6659.44,6706.15,6257,6406.41
2018-02-06 08-AM,6275,6542.87,6257,7000
2018-02-06 09-AM,6406.41,7367,6381,6677.4
2018-02-06 10-AM,7000,7080.81,6651,6711.08
2018-02-06 11-AM,6677.4,6763.25,6463,7025.76
2018-02-06 12-PM,6711.08,7095,6626.33,7597.6
2018-02-06 01-PM,7025.76,7598.17,7009.08,7774.86
2018-02-06 02-PM,7597.6,7985,7466.21,7845
2018-02-06 03-PM,7774.86,8098.63,7670,7620
2018-02-06 04-PM,7845,7995,7461,7329.2
2018-02-06 05-PM,7620,7634.69,7181.52,7550
2018-02-06 06-PM,7329.2,7594.99,7300.8,7870
2018-02-06 07-PM,7550,8050,7550,7618
2018-02-06 08-PM,7870,8075,7605,7935
2018-02-06 09-PM,7618,8138.71,7610.26,7844.99
2018-02-06 10-PM,7935,8042.24,7787.65,7949.99
2018-02-06 11-PM,7844.99,8036,7839,7846.95
2018-02-07 12-AM,7949.99,7975,7723.61,7908.37
2018-02-07 01-AM,7846.95,7993.04,7777.78,7669
2018-02-07 02-AM,7908.37,7949.93,7650,7519
2018-02-07 03-AM,7669,7704.99,7514.01,7777.1
2018-02-07 04-AM,7519,7806.33,7500,7731.5
2018-02-07 05-AM,7777.1,7865.34,7645.01,7650
2018-02-07 06-AM,7731.5,7731.5,7610,7981
2018-02-07 07-AM,7650,8000,7650,7940
2018-02-07 08-AM,7981,8035,7871.71,8240
2018-02-07 09-AM,7940,8249,7925,8486
2018-02-07 10-AM,8240,8495,8226,8468.99
2018-02-07 11-AM,8486,8616.56,8160.66,8620
2018-02-07 12-PM,8468.99,8643.41,8258.31,8600
2018-02-07 01-PM,8620,8935,8600,8514.08
2018-02-07 02-PM,8600,8699.9,8311.68,8499.99
2018-02-07 03-PM,8514.08,8650,8400,8255
2018-02-07 04-PM,8499.99,8543,8187,8650
2018-02-07 05-PM,8255,8650,8253.74,8567
2018-02-07 06-PM,8650,8790,8536,8422.6
2018-02-07 07-PM,8567,8580,8374.15,8500
2018-02-07 08-PM,8422.6,8564.26,8320.41,8365
2018-02-07 09-PM,8500,8563.5,8365,8164.6
2018-02-07 10-PM,8365,8365,8101,8060.12
2018-02-07 11-PM,8164.6,8166.98,8000,8130.18
2018-02-08 12-AM,8060.12,8284.41,8059,8229.71
2018-02-08 01-AM,8130.18,8288,7994.55,8420
2018-02-08 02-AM,8229.71,8455,8229.71,8368
2018-02-08 03-AM,8420,8455,8266.38,8499
2018-02-08 04-AM,8368,8560,8368,8364.84
2018-02-08 05-AM,8499,8539.99,8364.84,8495
2018-02-08 06-AM,8364.84,8496.99,8305,8600
2018-02-08 07-AM,8495,8611,8465,8583.95
2018-02-08 08-AM,8600,8684.91,8500.11,8660
2018-02-08 09-AM,8583.95,8690,8504.4,8820
2018-02-08 10-AM,8660,8880,8600,8850
2018-02-08 11-AM,8820,8989,8680.2,8866.1
2018-02-08 12-PM,8850,8900,8670,8798.13
2018-02-08 01-PM,8866.1,8867.7,8750,8790
2018-02-08 02-PM,8798.13,8840,8680.17,8525
2018-02-08 03-PM,8790,8840,8490,8642.59
2018-02-08 04-PM,8525,8642.6,8465,8452
2018-02-08 05-PM,8642.59,8643.31,8439,8537
2018-02-08 06-PM,8452,8550,8350,8717.01
2018-02-08 07-PM,8537,8750.57,8537,8635
2018-02-08 08-PM,8717.01,8733,8621,8536
2018-02-08 09-PM,8635,8715,8504,8564
2018-02-08 10-PM,8536,8632.13,8501,8545.17
2018-02-08 11-PM,8564,8599.9,8501,8391
2018-02-09 12-AM,8545.17,8567.89,8386.82,8445
2018-02-09 01-AM,8391,8501.62,8350,8520.02
2018-02-09 02-AM,8445,8570.9,8415.1,8600
2018-02-09 03-AM,8520.02,8612,8489,8420
2018-02-09 04-AM,8600,8629.99,8419,8375.2
2018-02-09 05-AM,8420,8515,8359,8414
2018-02-09 06-AM,8375.2,8445.4,8330,8448
2018-02-09 07-AM,8414,8530,8386.19,8387.9
2018-02-09 08-AM,8448,8479.99,8304.2,8550
2018-02-09 09-AM,8387.9,8600,8387.3,8500
2018-02-09 10-AM,8550,8597.5,8450,8584.99
2018-02-09 11-AM,8500,8795,8480,8517.4
2018-02-09 12-PM,8584.99,8600,8462.69,8535.56
2018-02-09 01-PM,8517.4,8600,8480.1,8630
2018-02-09 02-PM,8535.56,8700,8535.56,8525
2018-02-09 03-PM,8630,8667,8512.13,8570
2018-02-09 04-PM,8525,8629.8,8500.2,8770
2018-02-09 05-PM,8570,8866,8550,8749.99
2018-02-09 06-PM,8770,8871.34,8700.1,8755
2018-02-09 07-PM,8749.99,8805,8728.28,8645
2018-02-09 08-PM,8755,8789,8600,8632.61
2018-02-09 09-PM,8645,8716,8600.1,8700
2018-02-09 10-PM,8632.61,8700,8600.2,8730
2018-02-09 11-PM,8700,8754,8659.01,8885.24
2018-02-10 12-AM,8730,8885.24,8680,8911.9
2018-02-10 01-AM,8885.24,8948.35,8838,8947
2018-02-10 02-AM,8911.9,8947,8859.25,8999.99
2018-02-10 03-AM,8947,9075.02,8910,8973.9
2018-02-10 04-AM,8999.99,9034.99,8850,9043.49
2018-02-10 05-AM,8973.9,9099,8934.27,9300
2018-02-10 06-AM,9043.49,9300,9043.49,9289
2018-02-10 07-AM,9300,9354.99,9200.1,8880
2018-02-10 08-AM,9289,9335,8829,8853
2018-02-10 09-AM,8880,9050,8827,8781
2018-02-10 10-AM,8853,8937,8780,8886
2018-02-10 11-AM,8781,8960,8780,8802.88
2018-02-10 12-PM,8886,8889.99,8621.54,8915.7
2018-02-10 01-PM,8802.88,8924.99,8760,8849.89
2018-02-10 02-PM,8915.7,8954.06,8778.44,8694.29
2018-02-10 03-PM,8849.89,8868.77,8630,8600
2018-02-10 04-PM,8694.29,8777,8590,8740
2018-02-10 05-PM,8600,8788,8588,8650
2018-02-10 06-PM,8740,8755,8638,8800
2018-02-10 07-PM,8650,8801.83,8547.91,8589
2018-02-10 08-PM,8800,8802.78,8550,8650
2018-02-10 09-PM,8589,8698.99,8550,8851.12
2018-02-10 10-PM,8650,8900,8647.71,8863.4
2018-02-10 11-PM,8851.12,8902.89,8758.84,8741.34
2018-02-11 12-AM,8863.4,8867.41,8684.5,8690.01
2018-02-11 01-AM,8741.34,8788.09,8607.15,8699.78
2018-02-11 02-AM,8690.01,8700,8640,8550
2018-02-11 03-AM,8699.78,8699.98,8515,8570.79
2018-02-11 04-AM,8550,8635.5,8500,8580
2018-02-11 05-AM,8570.79,8587.5,8490,8475.71
2018-02-11 06-AM,8580,8580,8460,8335.01
2018-02-11 07-AM,8475.71,8495,8335,8265.51
2018-02-11 08-AM,8335.01,8347.25,8170,8420
2018-02-11 09-AM,8265.51,8428.62,8126,8318.8
2018-02-11 10-AM,8420,8444.44,8251,8502.13
2018-02-11 11-AM,8318.8,8522.5,8210,8520
2018-02-11 12-PM,8502.13,8657.72,8410.01,8469.85
2018-02-11 01-PM,8520,8579.63,8322.22,8621
2018-02-11 02-PM,8469.85,8671.45,8403.6,8656
2018-02-11 03-PM,8621,8661,8595.34,8518.38
2018-02-11 04-PM,8656,8715.18,8450,8410
2018-02-11 05-PM,8518.38,8598,8400,8547.5
2018-02-11 06-PM,8410,8564.26,8401.02,8550
2018-02-11 07-PM,8547.5,8589.48,8495.78,8455.12
2018-02-11 08-PM,8550,8550,8429.81,8488.31
2018-02-11 09-PM,8455.12,8534.39,8430,8484.21
2018-02-11 10-PM,8488.31,8510,8400,8360
2018-02-11 11-PM,8484.21,8504.62,8311.62,8408.2
2018-02-12 12-AM,8360,8480,8350.1,8507.28
2018-02-12 01-AM,8408.2,8590,8400,8599
2018-02-12 02-AM,8507.28,8622.42,8500.1,8580
2018-02-12 03-AM,8599,8634.53,8580,8636
2018-02-12 04-AM,8580,8650,8571,8519.4
2018-02-12 05-AM,8636,8649.89,8510,8564.26
2018-02-12 06-AM,8519.4,8618.86,8487.69,8600
2018-02-12 07-AM,8564.26,8640,8500,8805
2018-02-12 08-AM,8600,8869,8585.01,8900
2018-02-12 09-AM,8805,8900.39,8780,8932
2018-02-12 10-AM,8900,8954,8830,8790
2018-02-12 11-AM,8932,8949.99,8777,8883.78
2018-02-12 12-PM,8790,8920,8780,8791
2018-02-12 01-PM,8883.78,8899.8,8750.11,8725
2018-02-12 02-PM,8791,8835,8683,8805
2018-02-12 03-PM,8725,8810,8700,8843
2018-02-12 04-PM,8805,8890,8800,8870
2018-02-12 05-PM,8843,8870.56,8787.01,8826.01
2018-02-12 06-PM,8870,8870,8776,8907
2018-02-12 07-PM,8826.01,8925.37,8826.01,8994
2018-02-12 08-PM,8907,9056,8906.99,8949
2018-02-12 09-PM,8994,8999,8898.01,9040
2018-02-12 10-PM,8949,9040,8876.98,8975.69
2018-02-12 11-PM,9040,9103.79,8975.69,9040.42
2018-02-13 12-AM,8975.69,9040.42,8970.2,8907
2018-02-13 01-AM,9040.42,9056.88,8899.04,8881
2018-02-13 02-AM,8907,8919.99,8814,8946.94
2018-02-13 03-AM,8881,8946.94,8870.02,8800
2018-02-13 04-AM,8946.94,8950,8800,8860
2018-02-13 05-AM,8800,8860,8774.83,8969.28
2018-02-13 06-AM,8860,8969.28,8810,8982
2018-02-13 07-AM,8969.28,9027.42,8930.22,8813.9
2018-02-13 08-AM,8982,8982.1,8751.01,8756.89
2018-02-13 09-AM,8813.9,8837.08,8700,8800
2018-02-13 10-AM,8756.89,8812,8705,8820.69
2018-02-13 11-AM,8800,8849.99,8730,8845
2018-02-13 12-PM,8820.69,8851.48,8788.86,8860
2018-02-13 01-PM,8845,8887.7,8813.16,8888
2018-02-13 02-PM,8860,8910,8825.01,8821.99
2018-02-13 03-PM,8888,8889,8780,8820
2018-02-13 04-PM,8821.99,8845,8801,8870
2018-02-13 05-PM,8820,8877.38,8820,8860
2018-02-13 06-PM,8870,8890,8857.03,8860.01
2018-02-13 07-PM,8860,8910,8835,8941.79
2018-02-13 08-PM,8860.01,8969,8844.62,8801
2018-02-13 09-PM,8941.79,8942,8801,8839.99
