Date,Open,High,Low,Close,Volume From,Volume To
2017-08-13 02-AM,3969.77,3969.77,3893.98,3953,31107,15212.6
2017-08-13 03-AM,3953,4000,3900,3945,43171,48872.25
2017-08-13 04-AM,3945,3986,3901,3986,12936,25170.22
2017-08-13 05-AM,3986,3995,3960.01,3982,26755,18791.61
2017-08-13 06-AM,3982,4030,3965.01,4030,43169,41133.94
2017-08-13 07-AM,4030,4126,4017,4120.5,15.99,65452.97
2017-08-13 08-AM,4120.5,4194.9,4100,4142.99,15.87,65806.63
2017-08-13 09-AM,4142.99,4174.99,4091.01,4091.01,14.91,61698.79
2017-08-13 10-AM,4091.01,4099.99,3957.27,4089,30.43,122781.81
2017-08-13 11-AM,4089,4090,3883,3920,22.63,89971.82
2017-08-13 12-PM,3920,3986.8,3692.57,3745.8,47.64,180557.71
2017-08-13 01-PM,3745.8,3973,3684,3972,37.04,141687.01
2017-08-13 02-PM,3972,4011.9,3824,3887,31.76,124555.41
2017-08-13 03-PM,3887,3983,3880,3950,43262,45613.65
2017-08-13 04-PM,3950,4091.6,3900.15,4016,36465,47939.05
2017-08-13 05-PM,4016,4077.1,3875,3950,15980,41419.82
2017-08-13 06-PM,3950,4000,3933,3999.89,14458,33403.44
2017-08-13 07-PM,3999.89,4000,3893.58,3951,13.66,54033.8
2017-08-13 08-PM,3951,3999.94,3950,3981.01,23468,18511.4
2017-08-13 09-PM,3981.01,4000,3974.05,4000,43316,16293.75
2017-08-13 10-PM,4000,4034,3985.28,4000,35521,19913.48
2017-08-13 11-PM,4000,4050,3998.41,4029.98,45383,17085.53
2017-08-14 12-AM,4029.98,4037.99,4010.25,4024,20821,6312.99
2017-08-14 01-AM,4024,4025,4005.84,4023,30682,7390.36
2017-08-14 02-AM,4005.74,4025.01,3967.99,4000,20911,18260.79
2017-08-14 03-AM,4000,4000,3872.24,3929.75,45078,24549.49
2017-08-14 04-AM,3929.75,3990,3906.3,3990,34366,11651.79
2017-08-14 05-AM,3990,3990,3941,3976,29952,7216.72
2017-08-14 06-AM,3976,4000,3940,4000,14336,17439.44
2017-08-14 07-AM,4000,4047,3987,4028,43196,24272.61
2017-08-14 08-AM,4028,4075,4016,4074.99,28672,31463.88
2017-08-14 09-AM,4074.99,4149.9,4050.19,4140,43452,74435.57
2017-08-14 10-AM,4140,4170,4101.01,4127.23,16.61,68721.17
2017-08-14 11-AM,4127.23,4135,4090,4096.07,44835,42072.62
2017-08-14 12-PM,4096.07,4149.99,4091.01,4143.5,18111,35063.86
2017-08-14 01-PM,4143.5,4175,4135,4170,17.56,73030.07
2017-08-14 02-PM,4170,4237,4158,4210.01,28.53,119458.16
2017-08-14 03-PM,4210.01,4236,4109,4150,28.62,120334.66
2017-08-14 04-PM,4150,4217.27,4091.01,4174,25.38,105268.56
2017-08-14 05-PM,4174,4237,4174,4219,18.13,76537.92
2017-08-14 06-PM,4219,4232.99,4200,4224.98,30103,28759.45
2017-08-14 07-PM,4224.98,4232.99,4150,4158.08,43070,51080.82
2017-08-14 08-PM,4158.08,4178.49,4158.08,4178.49,0.01268,53.0
2017-08-14 09-PM,4178.49,4245.2,4178.49,4220,20852,10903.47
2017-08-14 10-PM,4220,4220.1,4220,4220,0.1312,553.58
2017-08-14 11-PM,4220,4245.2,4183.27,4200.39,34001,12343.78
2017-08-15 12-AM,4200.39,4250,4200.39,4250,16103,10339.97
2017-08-15 01-AM,4250,4250,4230,4230,13575,14311.62
2017-08-15 02-AM,4230,4372.01,4218.75,4372,17.38,74584.4
2017-08-15 03-AM,4372,4444,4372,4401.1,41456,31372.83
2017-08-15 04-AM,4401.1,4401.1,4311,4339.99,30864,34083.07
2017-08-15 05-AM,4339.99,4500,4321.02,4371.8,31352,52068.29
2017-08-15 06-AM,4371.8,4373.4,4205,4225,19.86,85145.44
2017-08-15 07-AM,4225,4259.99,4200,4246,22.77,96377.36
2017-08-15 08-AM,4246,4271.2,4179.5,4220,19.27,81613.62
2017-08-15 09-AM,4220,4248.99,4017.47,4123,33.02,137168.28
2017-08-15 10-AM,4123,4123,3805,4070.34,67.78,268818.06
2017-08-15 11-AM,4070.34,4099.9,3963.83,4049.79,43297,67418.76
2017-08-15 12-PM,4049.79,4069.99,3985,4003,20029,46481.73
2017-08-15 01-PM,4003,4020,3900,3922.55,15.85,62709.51
2017-08-15 02-PM,3922.55,3986.1,3800,3910,23.27,90114.76
2017-08-15 03-PM,3910,4000,3800,3982.6,33.46,131157.03
2017-08-15 04-PM,3982.6,4060,3901.02,4049.87,18.15,72614.66
2017-08-15 05-PM,4049.87,4101.4,4002,4047,13.94,56517.51
2017-08-15 06-PM,4047,4125,4035,4050,19.23,78914.33
2017-08-15 07-PM,4050,4100,4013,4029,43228,32708.92
2017-08-15 08-PM,4029,4058.96,4008.3,4058.96,28581,19227.85
2017-08-15 09-PM,4058.96,4062,4025,4062,44440,37368.86
2017-08-15 10-PM,4062,4062,4043,4062,13.47,54689.94
2017-08-15 11-PM,4062,4062,4045,4060.9,43222,10155.69
2017-08-16 12-AM,4060.9,4062,4043,4043,17899,6039.13
2017-08-16 01-AM,4043,4062,4008.31,4059.99,46753,5143.66
2017-08-16 02-AM,4059.99,4059.99,4008.3,4010.01,43347,16450.75
2017-08-16 03-AM,4010.01,4037.95,3980,4005,43258,28258.57
2017-08-16 04-AM,4005,4005,3916.27,3988.01,12359,44891.52
2017-08-16 05-AM,3988.01,4000,3880,3890.98,16.54,64479.76
2017-08-16 06-AM,3890.98,3950,3821,3937.99,20.92,81277.64
2017-08-16 07-AM,3937.99,3999.99,3934.01,3969,36008,35636.86
2017-08-16 08-AM,3969,4049.99,3950,4030.03,15250,41553.59
2017-08-16 09-AM,4030.03,4088,4030.03,4049,43107,28449.08
2017-08-16 10-AM,4049,4050,4000.03,4021.98,35186,23982.95
2017-08-16 11-AM,4021.98,4021.98,3936,3955.46,43171,48946.5
2017-08-16 12-PM,3955.46,4049.98,3948.46,4018,43292,46693.49
2017-08-16 01-PM,4018,4049.98,4012.01,4033,12024,49666.31
2017-08-16 02-PM,4033,4050,4016,4020,28216,19244.54
2017-08-16 03-PM,4020,4299,4020,4180,59.08,244698.93
2017-08-16 04-PM,4180,4300,4169.09,4182.01,33.76,142650.21
2017-08-16 05-PM,4182.01,4230,4182,4196.45,14.49,60945.82
2017-08-16 06-PM,4196.45,4218.59,4150,4181.02,13.61,56985.11
2017-08-16 07-PM,4181.02,4206.35,4150.11,4185.01,43136,21760.26
2017-08-16 08-PM,4185.01,4228.5,4185.01,4228.5,26177,40933.93
2017-08-16 09-PM,4228.5,4228.5,4211,4211,12540,22563.96
2017-08-16 10-PM,4211,4223,4162.22,4195,34455,24961.78
2017-08-16 11-PM,4195,4228.5,4184.45,4210,45323,9464.48
2017-08-17 12-AM,4210,4228.5,4150.13,4214,44682,21994.96
2017-08-17 01-AM,4214,4215,4150.13,4188.17,27120,19849.54
2017-08-17 02-AM,4188.17,4188.17,4150,4174.78,44287,17538.09
2017-08-17 03-AM,4174.78,4184.5,4150.01,4156,3.0,12466.3
2017-08-17 04-AM,4156,4197.99,4150,4178,13181,9840.94
2017-08-17 05-AM,4178,4290,4160.02,4208.86,16.76,70911.17
2017-08-17 06-AM,4208.86,4258.7,4154,4200,15.78,66260.74
2017-08-17 07-AM,4200,4220,4180.01,4220,43321,38081.37
2017-08-17 08-AM,4220,4240.55,4202.73,4230.01,14062,31188.64
2017-08-17 09-AM,4230.01,4300,4227,4289.13,14.71,62989.25
2017-08-17 10-AM,4289.13,4290,4217,4290,15.15,64709.03
2017-08-17 11-AM,4290,4320,4233,4260.02,30.02,129106.12
2017-08-17 12-PM,4260.02,4314.29,4236,4314.29,43268,73133.57
2017-08-17 01-PM,4314.29,4320,4300,4319.9,13789,44745.2
2017-08-17 02-PM,4319.9,4320,4280.06,4315,30651,55320.45
2017-08-17 03-PM,4315,4315,4232.59,4232.59,43146,64235.37
2017-08-17 04-PM,4232.59,4260,4150,4260,25.51,107123.39
2017-08-17 05-PM,4260,4260.99,4220.57,4220.57,27515,24361.13
2017-08-17 06-PM,4220.57,4232.93,4182,4199,18902,44224.29
2017-08-17 07-PM,4199,4242,4106.96,4208.53,24.61,102526.92
2017-08-17 08-PM,4208.53,4230,4151,4214.01,27576,32484.09
2017-08-17 09-PM,4214.01,4250,4207,4240,34335,8229.73
2017-08-17 10-PM,4240,4247,4211,4243.96,0.7774,3292.97
2017-08-17 11-PM,4243.96,4250,4208.01,4247.85,46113,18016.23
2017-08-18 12-AM,4247.85,4247.85,4200,4215.57,18688,14802.98
2017-08-18 01-AM,4215.57,4234.86,4180,4180,43225,23063.12
2017-08-18 02-AM,4180,4221.98,4180,4206,0.6491,2726.72
2017-08-18 03-AM,4206,4234.24,4206,4213.02,14277,10093.89
2017-08-18 04-AM,4213.02,4229.99,4160,4211.18,43105,20995.21
2017-08-18 05-AM,4211.18,4235,4186.71,4235,45047,22031.91
2017-08-18 06-AM,4235,4235,4203,4226.05,42979,38645.74
2017-08-18 07-AM,4226.05,4229,4207.01,4228,43290,38267.58
2017-08-18 08-AM,4228,4249.99,4213.14,4249.99,43200,42465.41
2017-08-18 09-AM,4249.99,4249.99,4165.99,4234,28764,45513.16
2017-08-18 10-AM,4234,4289,4176,4248.66,17.67,75050.82
2017-08-18 11-AM,4248.66,4290,4220,4259.98,43113,55271.64
2017-08-18 12-PM,4259.98,4265,4235.01,4242,43202,52745.81
2017-08-18 01-PM,4242,4262.47,4235.1,4247,11994,48031.45
2017-08-18 02-PM,4247,4266,4216.2,4235,24442,53680.76
2017-08-18 03-PM,4235,4249,4220.13,4244.98,24412,49371.34
2017-08-18 04-PM,4244.98,4245,4222.11,4231.01,28095,54091.49
2017-08-18 05-PM,4231.01,4250,4150,4196.99,21.16,89021.25
2017-08-18 06-PM,4196.99,4196.99,4100,4130,21.85,90690.34
2017-08-18 07-PM,4130,4170,4070.89,4170,28.0,115131.65
2017-08-18 08-PM,4170,4175,4058,4065,14.73,60377.42
2017-08-18 09-PM,4065,4086.37,4005.01,4080,27638,39443.97
2017-08-18 10-PM,4080,4131.2,4079,4109.15,43106,24644.84
2017-08-18 11-PM,4109.15,4149.99,4100,4113.08,27820,15513.6
2017-08-19 12-AM,4113.08,4179.9,4113,4164,28581,19909.89
2017-08-19 01-AM,4164,4177.99,4071.28,4117.56,35886,20471.88
2017-08-19 02-AM,4117.56,4179,4090,4175,34001,12163.85
2017-08-19 03-AM,4175,4175,4062.5,4108.44,26755,19441.68
2017-08-19 04-AM,4108.44,4178,4108.38,4121,35855,16515.64
2017-08-19 05-AM,4121,4190,4059,4085,17807,42895.17
2017-08-19 06-AM,4085,4123.9,4030,4030,15888,30200.79
2017-08-19 07-AM,4030,4064.14,4000,4064.14,14.94,60061.91
2017-08-19 08-AM,4064.14,4090,4030.01,4044.9,26604,47642.22
2017-08-19 09-AM,4044.9,4096,4032.01,4058.12,15189,34154.85
2017-08-19 10-AM,4058.12,4086.99,4036,4069.99,23924,31022.3
2017-08-19 11-AM,4069.99,4070.9,3951,3999.95,17.49,70088.61
2017-08-19 12-PM,3999.95,4130,3920,4099,20.86,84414.85
2017-08-19 01-PM,4099,4120.5,4070.01,4070.01,41548,41494.72
2017-08-19 02-PM,4070.01,4080,4053,4056,46235,33628.47
2017-08-19 03-PM,4056,4064,3960,3999.98,14.47,57890.6
2017-08-19 04-PM,3999.98,4039.86,3975.02,3990.17,18.47,73754.34
2017-08-19 05-PM,3990.17,4048.1,3980,4045.99,23346,50769.86
2017-08-19 06-PM,4045.99,4054,4020.01,4052,25051,35093.07
2017-08-19 07-PM,4052,4063,4038.25,4055.1,26999,51573.69
2017-08-19 08-PM,4055.1,4080,4042.08,4072,43144,53602.75
2017-08-19 09-PM,4072,4120,4072,4088.01,15.88,65016.36
2017-08-19 10-PM,4088.01,4111,4080,4100,43349,28244.58
2017-08-19 11-PM,4100,4122,4094.05,4100.63,43134,13165.91
2017-08-20 12-AM,4100.63,4121.99,4083,4083,46082,13344.78
2017-08-20 01-AM,4083,4098.5,4050,4050,20607,26672.36
2017-08-20 02-AM,4050,4081.16,4050,4070,43345,11772.74
2017-08-20 03-AM,4070,4084.08,4055.01,4055.01,41760,20904.01
2017-08-20 04-AM,4055.01,4080.08,4055.01,4065,43163,16393.48
2017-08-20 05-AM,4065,4100,4055.05,4097.09,31625,36198.91
2017-08-20 06-AM,4097.09,4100,4074.51,4093.02,29037,31851.78
2017-08-20 07-AM,4093.02,4141.99,4093.02,4137.2,33878,44895.26
2017-08-20 08-AM,4137.2,4149.43,4097,4135,35247,32890.82
2017-08-20 09-AM,4135,4137.93,4097.01,4123,32203,15968.25
2017-08-20 10-AM,4123,4131,4100,4100,43406,8692.64
2017-08-20 11-AM,4100,4121,4070,4072.08,43354,45412.5
2017-08-20 12-PM,4072.08,4131,4072.07,4085,43348,20892.4
2017-08-20 01-PM,4085,4106.92,4001,4069.99,29738,27612.67
2017-08-20 02-PM,4069.99,4078.82,4000.01,4052.44,19906,30335.47
2017-08-20 03-PM,4052.44,4106.7,4024.02,4064.32,24.79,101457.9
2017-08-20 04-PM,4064.32,4106.68,4061.03,4084,24504,10893.41
2017-08-20 05-PM,4084,4110,4083.01,4093,41671,8776.75
2017-08-20 06-PM,4093,4111.11,4092,4111,17564,10187.2
2017-08-20 07-PM,4111,4129,4100.01,4120,43348,20938.3
2017-08-20 08-PM,4120,4130.01,4101.62,4101.71,19541,31063.17
2017-08-20 09-PM,4101.71,4130.47,4100,4102.3,43315,12643.15
2017-08-20 10-PM,4102.3,4122,4083,4099.99,17930,10194.76
2017-08-20 11-PM,4099.99,4099.99,4085,4085,34700,7956.6
2017-08-21 12-AM,4085,4099,4085,4085,0.6608,2701.92
2017-08-21 01-AM,4085,4099,4085,4085.01,0.5776,2360.95
2017-08-21 02-AM,4085.01,4099,4085,4085,0.5274,2155.96
2017-08-21 03-AM,4085,4099,4075,4075,41275,4619.77
2017-08-21 04-AM,4075,4090.86,4060.01,4067.12,27426,11211.18
2017-08-21 05-AM,4067.12,4075.99,4002,4010,13.35,53871.17
2017-08-21 06-AM,4010,4068.9,3968,4020,37.55,150284.85
2017-08-21 07-AM,4020,4045.74,3990,4015,17.62,70738.65
2017-08-21 08-AM,4015,4039.79,4001,4034,17.37,69741.73
2017-08-21 09-AM,4034,4060,3997,4024.02,27.77,112042.14
2017-08-21 10-AM,4024.02,4067,4023.01,4065.99,18.87,76318.86
2017-08-21 11-AM,4065.99,4066,4038,4038,18.84,76237.21
2017-08-21 12-PM,4038,4059.88,4000,4008.07,21.52,86789.6
2017-08-21 01-PM,4008.07,4064.35,4002.57,4005,43115,60770.8
2017-08-21 02-PM,4005,4027,3994.6,4026.91,16681,37866.52
2017-08-21 03-PM,4026.91,4050,4010,4023.53,25355,26995.51
2017-08-21 04-PM,4023.53,4070.1,4007,4030.11,23651,42999.15
2017-08-21 05-PM,4030.11,4053,4007,4016,13759,37670.09
2017-08-21 06-PM,4016,4050.9,4010,4022.02,43166,29457.58
2017-08-21 07-PM,4022.02,4049.79,4022.01,4025.13,19419,14234.56
2017-08-21 08-PM,4025.13,4054,4022.01,4030,36281,24160.14
2017-08-21 09-PM,4030,4050,4010,4047.8,32295,27752.89
2017-08-21 10-PM,4047.8,4049.98,4020,4020,31868,19609.44
2017-08-21 11-PM,4020,4028.81,4000,4000.02,42461,16679.83
2017-08-22 12-AM,4000.02,4019,3906,3918.7,43271,79408.06
2017-08-22 01-AM,3918.7,3939.84,3861,3898.8,33786,30883.41
2017-08-22 02-AM,3898.8,3939.99,3856,3905,15766,13367.09
2017-08-22 03-AM,3905,3909.18,3867.04,3889,20486,9944.29
2017-08-22 04-AM,3889,3890.02,3700,3700.99,22.74,85980.37
2017-08-22 05-AM,3700.99,3814.03,3522,3802.9,42.55,158398.75
2017-08-22 06-AM,3802.9,3887,3782.06,3842.99,13.94,53664.55
2017-08-22 07-AM,3842.99,3851.79,3800,3847.6,13.76,52511.15
2017-08-22 08-AM,3847.6,3860.5,3790.11,3829.99,36342,30528.86
2017-08-22 09-AM,3829.99,3964.7,3808.54,3935,14.35,55785.75
2017-08-22 10-AM,3935,3944.99,3900,3924,21064,37492.36
2017-08-22 11-AM,3924,3949.3,3901.03,3926,11536,32740.25
2017-08-22 12-PM,3926,4010,3900.2,4010,14.16,55815.77
2017-08-22 01-PM,4010,4019.66,3974.9,3974.9,43269,72083.92
2017-08-22 02-PM,3974.9,3974.9,3900,3920,13332,28985.56
2017-08-22 03-PM,3920,3958,3918.02,3925.01,43314,11009.12
2017-08-22 04-PM,3925.01,3960,3925.01,3952.01,15432,17451.26
2017-08-22 05-PM,3952.01,4019.99,3952.01,3999.89,13.23,52912.02
2017-08-22 06-PM,3999.89,4100,3999,4068,20.84,84945.83
2017-08-22 07-PM,4068,4100,4068,4100,15128,26187.66
2017-08-22 08-PM,4100,4100,4050.01,4050.44,30072,23719.52
2017-08-22 09-PM,4050.44,4070,4027.9,4036.02,22798,26822.17
2017-08-22 10-PM,4036.02,4070,4030.03,4059.2,23774,10742.17
2017-08-22 11-PM,4059.2,4059.2,4010,4055.7,17899,6011.57
2017-08-23 12-AM,4055.7,4069,4030.01,4050.02,0.6476,2625.99
2017-08-23 01-AM,4050.02,4067,4020.88,4067,28856,7256.61
2017-08-23 02-AM,4067,4070,4045,4070,26512,35461.55
2017-08-23 03-AM,4070,4070,4040.08,4059.65,18629,6143.88
2017-08-23 04-AM,4059.65,4070,4040.28,4054.6,45139,33362.31
2017-08-23 05-AM,4054.6,4064.91,4001,4031,45139,33254.03
2017-08-23 06-AM,4031,4070,4000,4070,43419,60978.12
2017-08-23 07-AM,4070,4086,4050.01,4065.04,44805,37548.06
2017-08-23 08-AM,4065.04,4098,4051,4095,42339,49523.42
2017-08-23 09-AM,4095,4180,4095,4165,33.76,139544.75
2017-08-23 10-AM,4165,4200,4148.52,4157,22.85,95336.71
2017-08-23 11-AM,4157,4174.59,4157,4165,15676,51740.11
2017-08-23 12-PM,4165,4203,4165,4169.12,19.33,80940.53
2017-08-23 01-PM,4169.12,4187.99,4157,4158.28,34121,28853.56
2017-08-23 02-PM,4158.28,4179,4127.16,4164.99,16.74,69688.73
2017-08-23 03-PM,4164.99,4164.99,4100,4143.55,30621,48850.98
2017-08-23 04-PM,4143.55,4185,4143.01,4175.5,42125,21443.4
2017-08-23 05-PM,4175.5,4185,4110,4133.98,43164,20863.93
2017-08-23 06-PM,4133.98,4149,4109.6,4124,19238,39230.96
2017-08-23 07-PM,4124,4124,4090,4100,15.98,65599.99
2017-08-23 08-PM,4100,4109.81,4062,4063.05,28825,52127.59
2017-08-23 09-PM,4063.05,4099.96,4056,4060,45474,29571.38
2017-08-23 10-PM,4060,4096.45,4052,4095,22463,31023.93
2017-08-23 11-PM,4095,4100,4073.97,4096,36161,8139.17
2017-08-24 12-AM,4096,4110,4052,4095.16,43107,28912.88
2017-08-24 01-AM,4095.16,4110,4054.62,4103,28185,15467.19
2017-08-24 02-AM,4103,4110,4093.01,4093.01,20852,10533.39
2017-08-24 03-AM,4093.01,4110,4050,4109.98,23924,31282.23
2017-08-24 04-AM,4109.98,4109.98,4081.16,4095.91,12785,5538.48
2017-08-24 05-AM,4095.91,4122.98,4095.91,4110.7,11720,9536.94
2017-08-24 06-AM,4110.7,4150,4110.7,4145,43229,37407.54
2017-08-24 07-AM,4145,4150,4126.02,4137.5,43260,37521.62
2017-08-24 08-AM,4137.5,4175,4126.13,4174,32782,45275.93
2017-08-24 09-AM,4174,4183,4130.01,4139.2,13.74,57154.17
2017-08-24 10-AM,4139.2,4150,4125,4143,43800,50387.49
2017-08-24 11-AM,4143,4231,4143,4169.82,25.49,106522.62
2017-08-24 12-PM,4169.82,4233.5,4130,4140.01,28.84,120024.14
2017-08-24 01-PM,4140.01,4174,4140.01,4162.5,13089,47230.09
2017-08-24 02-PM,4162.5,4200,4162.5,4198.99,14.38,60149.52
2017-08-24 03-PM,4198.99,4220,4168.26,4190.02,43115,62917.41
2017-08-24 04-PM,4190.02,4219,4180,4190,30773,20296.43
2017-08-24 05-PM,4190,4207,4157.68,4161,21702,27569.61
2017-08-24 06-PM,4161,4199,4150,4199,41852,33989.97
2017-08-24 07-PM,4199,4199,4173.5,4199,13.31,55725.57
2017-08-24 08-PM,4199,4220,4186,4210,43113,55037.54
2017-08-24 09-PM,4210,4211,4174.03,4210,17046,39667.1
2017-08-24 10-PM,4210,4249,4182.21,4248.9,33512,46068.52
2017-08-24 11-PM,4248.9,4270,4220.03,4254,21064,40632.2
2017-08-25 12-AM,4254,4270,4225.95,4269.99,33359,25124.54
2017-08-25 01-AM,4269.99,4300,4263,4263.1,24654,32875.72
2017-08-25 02-AM,4263.1,4282.81,4263,4263.11,0.9175,3916.86
2017-08-25 03-AM,4263.11,4282.81,4220,4250,36069,46519.64
2017-08-25 04-AM,4250,4271,4238,4241,28491,7590.29
2017-08-25 05-AM,4241,4249.96,4230,4243,19419,14977.32
2017-08-25 06-AM,4243,4244.95,4220,4225,11749,14020.32
2017-08-25 07-AM,4225,4267,4225,4265,28307,33068.27
2017-08-25 08-AM,4265,4270,4250,4265,31929,29272.12
2017-08-25 09-AM,4265,4299,4264,4281,43344,39344.31
2017-08-25 10-AM,4281,4300,4280,4280.2,43231,47376.86
2017-08-25 11-AM,4280.2,4296,4260.03,4277.77,16.42,70268.28
2017-08-25 12-PM,4277.77,4296,4260.06,4283.4,15.79,67637.43
2017-08-25 01-PM,4283.4,4299,4280,4281,14.18,60760.67
2017-08-25 02-PM,4281,4299,4275,4282,13.74,58865.9
2017-08-25 03-PM,4282,4350,4282,4322.08,26.13,112925.68
2017-08-25 04-PM,4322.08,4357.61,4322.08,4357.61,24.34,105736.34
2017-08-25 05-PM,4357.61,4360,4341,4353,34274,51871.26
2017-08-25 06-PM,4353,4353,4322.12,4341,43255,17592.8
2017-08-25 07-PM,4341,4349.9,4200,4230,21.62,92473.39
2017-08-25 08-PM,4230,4249.99,4207,4237,20029,48787.99
2017-08-25 09-PM,4237,4290,4218.7,4274.99,35521,21176.14
2017-08-25 10-PM,4274.99,4289,4235.01,4289,27426,11703.74
2017-08-25 11-PM,4289,4289,4248.84,4260.01,36342,34149.42
2017-08-26 12-AM,4260.01,4299.97,4260,4295,46143,22516.57
2017-08-26 01-AM,4295,4298,4240.01,4264.98,44774,35114.58
2017-08-26 02-AM,4264.98,4264.98,4210,4229.99,3.0,12731.47
2017-08-26 03-AM,4229.99,4235,4207.99,4235,43320,34157.63
2017-08-26 04-AM,4235,4279.98,4223,4259.95,5.0,21242.99
2017-08-26 05-AM,4259.95,4267,4240,4258,24504,11349.51
2017-08-26 06-AM,4258,4274.51,4226,4234.01,43197,31415.52
2017-08-26 07-AM,4234.01,4264.76,4234.01,4242,26785,24361.23
2017-08-26 08-AM,4242,4266.35,4238.01,4239.5,27881,24440.37
2017-08-26 09-AM,4239.5,4300.65,4214.69,4249.39,11.0,46760.24
2017-08-26 10-AM,4249.39,4272.26,4225.79,4254.44,35521,21172.75
2017-08-26 11-AM,4254.44,4269.9,4241.01,4259.99,24351,41087.79
2017-08-26 12-PM,4259.99,4260,4222,4224.32,14.21,60263.06
2017-08-26 01-PM,4224.32,4257.61,4217,4235.9,16.63,70394.4
2017-08-26 02-PM,4235.9,4260,4235.9,4258,15.54,66069.85
2017-08-26 03-PM,4258,4265,4225,4262,13.69,58212.01
2017-08-26 04-PM,4262,4265,4239,4248,35034,55092.33
2017-08-26 05-PM,4248,4265,4230,4230,43293,53966.81
2017-08-26 06-PM,4230,4259,4217,4259,21155,53309.56
2017-08-26 07-PM,4259,4280,4258.8,4275,15.27,65226.79
2017-08-26 08-PM,4275,4300,4270.01,4293,13.34,57224.13
2017-08-26 09-PM,4293,4299,4276.35,4294.36,45200,43859.28
2017-08-26 10-PM,4294.36,4295.55,4270,4287,41609,51899.65
2017-08-26 11-PM,4287,4296.96,4270.04,4270.04,43435,4802.88
2017-08-27 12-AM,4270.04,4284.99,4246.3,4256,33695,20948.71
2017-08-27 01-AM,4256,4299,4256,4299,16862,14827.67
2017-08-27 02-AM,4299,4299.89,4279.37,4279.51,43435,4808.28
2017-08-27 03-AM,4279.51,4294.8,4250,4274.82,15766,14606.43
2017-08-27 04-AM,4274.82,4275,4241.5,4242,43283,11465.04
2017-08-27 05-AM,4242,4275.5,4232.2,4243.01,17411,40213.46
2017-08-27 06-AM,4243.01,4278.9,4243,4274.99,27638,41576.82
2017-08-27 07-AM,4274.99,4279.7,4241.4,4253.2,46296,43763.6
2017-08-27 08-AM,4253.2,4269.99,4242.78,4264.99,13.0,55330.37
2017-08-27 09-AM,4264.99,4265,4234.4,4250,15950,40083.55
2017-08-27 10-AM,4250,4265,4223.7,4252.8,43358,67470.37
2017-08-27 11-AM,4252.8,4270,4241.6,4268.99,43142,47648.71
2017-08-27 12-PM,4268.99,4269,4243.9,4245,27699,50063.01
2017-08-27 01-PM,4245,4269.97,4235,4256.62,43234,61647.08
2017-08-27 02-PM,4256.62,4272.89,4247.02,4272.88,28734,41648.58
2017-08-27 03-PM,4272.88,4280,4248.01,4279.99,21155,53704.59
2017-08-27 04-PM,4279.99,4285,4267,4284,13.49,57658.2
2017-08-27 05-PM,4284,4285,4252.4,4284,14.64,62579.99
2017-08-27 06-PM,4284,4320,4268.62,4300,16.86,72546.45
2017-08-27 07-PM,4300,4315,4300,4300,13.52,58209.84
2017-08-27 08-PM,4300,4310,4269,4280.01,13.92,59688.78
2017-08-27 09-PM,4280.01,4310,4280,4309,33512,46894.73
2017-08-27 10-PM,4309,4309,4282.01,4297.1,19633,45229.07
2017-08-27 11-PM,4297.1,4307.76,4273,4273,12510,18636.51
2017-08-28 12-AM,4273,4288.88,4258,4288.88,19450,19350.89
2017-08-28 01-AM,4288.88,4288.88,4250.1,4269.08,20455,6662.17
2017-08-28 02-AM,4269.08,4274.78,4253.21,4274.78,18688,14946.73
2017-08-28 03-AM,4274.78,4274.98,4250,4257,12844,14246.85
2017-08-28 04-AM,4257,4273,4200,4235,20.93,88471.73
2017-08-28 05-AM,4235,4258.97,4205.01,4215,14336,18564.92
2017-08-28 06-AM,4215,4250,4210.01,4244.56,43284,15682.09
2017-08-28 07-AM,4244.56,4275.75,4235.05,4269,46508,22417.93
2017-08-28 08-AM,4269,4277.8,4227.35,4261.39,15.68,66636.82
2017-08-28 09-AM,4261.39,4276.91,4220.01,4260.99,31564,29184.18
2017-08-28 10-AM,4260.99,4304.68,4247,4286.92,43145,59907.8
2017-08-28 11-AM,4286.92,4314.99,4267.13,4285,42644,43703.42
2017-08-28 12-PM,4285,4290,4255,4272,25385,32828.34
2017-08-28 01-PM,4272,4285,4256,4284.79,43263,53839.81
2017-08-28 02-PM,4284.79,4289,4248.36,4285.27,13.57,57946.9
2017-08-28 03-PM,4285.27,4287,4269,4287,25173,54214.07
2017-08-28 04-PM,4287,4351,4276.5,4319.85,24.16,104191.34
2017-08-28 05-PM,4319.85,4330,4309,4320,47088,53048.96
2017-08-28 06-PM,4320,4329,4301.81,4315.46,43412,34948.66
2017-08-28 07-PM,4315.46,4318,4295.01,4315.99,20333,41155.52
2017-08-28 08-PM,4315.99,4319.5,4300.33,4319.45,13394,40325.75
2017-08-28 09-PM,4319.45,4333,4303,4333,17.16,74127.02
2017-08-28 10-PM,4333,4343,4313.02,4320.6,43040,48367.49
2017-08-28 11-PM,4320.6,4337,4315.6,4315.6,34425,21328.25
2017-08-29 12-AM,4315.6,4342.86,4285.09,4319.99,35886,21508.16
2017-08-29 01-AM,4319.99,4332.96,4302.51,4325.08,24473,7219.23
2017-08-29 02-AM,4325.08,4350,4298.37,4340,25416,37668.24
2017-08-29 03-AM,4340,4359,4328.39,4337.6,44287,18287.28
