Date,Open,High,Low,Close,Volume From,Volume To
2017-12-31 12-PM,14199,14391.55,14092.02,14290,27.98,398151.73
2017-12-31 01-PM,14290,14500,14160,14349,29.76,426044.68
2017-12-31 02-PM,14349,14499,14255.55,14450.79,25.43,365216.85
2017-12-31 03-PM,14450.79,14615.98,14300,14600,31.32,454057.16
2017-12-31 04-PM,14600,15450,14600,15240,67.71,1025650.02
2017-12-31 05-PM,15240,15240,14605,14991.04,42.09,628676.2
2017-12-31 06-PM,14991.04,15050,14730,14830,27.94,416021.87
2017-12-31 07-PM,14830,14980,14750,14896.61,28.99,430752.67
2017-12-31 08-PM,14896.61,15200,14792.89,15166.67,43220,455668.02
2017-12-31 09-PM,15166.67,15166.67,14896.62,14896.63,24.68,371236.88
2017-12-31 10-PM,14896.63,15044.66,14599.99,14610,18.75,277908.65
2017-12-31 11-PM,14610,14820.07,14601,14750,20.35,299101.59
2018-01-01 12-AM,14750,14794.91,14528.6,14590,20.77,303764.92
2018-01-01 01-AM,14590,14682.49,14553.82,14560.16,24.86,363345.6
2018-01-01 02-AM,14560.16,14665,14513.76,14630,20.32,296476.2
2018-01-01 03-AM,14630,14704.98,14550.01,14605,20.88,305873.71
2018-01-01 04-AM,14605,14715,14501,14700,43324,186933.99
2018-01-01 05-AM,14700,14864,14588,14699.87,20.83,306507.91
2018-01-01 06-AM,14699.87,14850,14590,14803,25.82,379461.05
2018-01-01 07-AM,14803,14899.86,14757.01,14898.85,18.27,271118.44
2018-01-01 08-AM,14898.85,14900,14651,14710,43118,266451.06
2018-01-01 09-AM,14710,14861.72,14625.02,14725.5,24.91,366363.45
2018-01-01 10-AM,14725.5,14800,14558.79,14626,20.24,296598.21
2018-01-01 11-AM,14626,14650,14200,14490,32.28,465201.11
2018-01-01 12-PM,14490,14573.18,14334.95,14389.6,27.64,398381.02
2018-01-01 01-PM,14389.6,14470,14136.01,14196.99,43129,414603.78
2018-01-01 02-PM,14196.99,14486,13990,14299,48.66,689370.22
2018-01-01 03-PM,14299,14400,14151,14279.99,31.23,445697.26
2018-01-01 04-PM,14279.99,14299.99,14100,14208,29.68,421398.22
2018-01-01 05-PM,14208,14354.91,14100,14270,19.87,282696.46
2018-01-01 06-PM,14270,14383.33,14185.48,14310,24.54,350826.06
2018-01-01 07-PM,14310,14455,14310,14400,20.58,295572.49
2018-01-01 08-PM,14400,14621.82,14341,14486,31.09,450156.88
2018-01-01 09-PM,14486,14621.82,14401,14498.88,43182,334773.92
2018-01-01 10-PM,14498.88,14565.68,14251.01,14413.77,43305,347860.27
2018-01-01 11-PM,14413.77,14450,14185.49,14278.49,43120,286444.62
2018-01-02 12-AM,14278.49,14499.99,14185,14420.03,30.38,436404.56
2018-01-02 01-AM,14420.03,14498.89,14177.27,14181.11,22.77,327268.94
2018-01-02 02-AM,14181.11,14237.82,14051,14201,35.12,496800.25
2018-01-02 03-AM,14201,14201,14039.13,14106.2,22.41,316478.23
2018-01-02 04-AM,14106.2,14155.78,13999,14060.11,21.44,301166.77
2018-01-02 05-AM,14060.11,14444.44,14000.14,14170,21.89,309533.07
2018-01-02 06-AM,14170,14377.98,14110,14300,21.85,310776.46
2018-01-02 07-AM,14300,14345,14250.41,14315.8,19.16,273766.5
2018-01-02 08-AM,14315.8,14360,14251.1,14300,23.65,338313.3
2018-01-02 09-AM,14300,14350,14251,14349.09,22.68,324763.66
2018-01-02 10-AM,14349.09,14400,14293,14399.95,43156,358991.47
2018-01-02 11-AM,14399.95,14399.95,14200.2,14300,19.64,280598.29
2018-01-02 12-PM,14300,14333.21,14168.29,14249.5,25.26,360262.65
2018-01-02 01-PM,14249.5,14400,14168.51,14355,31.99,457912.75
2018-01-02 02-PM,14355,14368.35,14270,14305,22.98,328867.11
2018-01-02 03-PM,14305,14349.57,14270,14349.57,25.36,362673.46
2018-01-02 04-PM,14349.57,14440,14301,14351.18,25.72,369155.58
2018-01-02 05-PM,14351.18,14555,14351.18,14510,34.12,493611.06
2018-01-02 06-PM,14510,15299,14510,15131,80.42,1206875.72
2018-01-02 07-PM,15131,16150,15131,15511.8,137.37,2149206.86
2018-01-02 08-PM,15511.8,15899,15400,15415.02,50.87,796971.92
2018-01-02 09-PM,15415.02,15558.03,15102.77,15300,33.09,507890.43
2018-01-02 10-PM,15300,15600,15290,15318.86,31.59,487709.99
2018-01-02 11-PM,15318.86,15409.98,15099,15159.13,43430,397463.29
2018-01-03 12-AM,15159.13,15400,15115.4,15238.68,23.36,356651.19
2018-01-03 01-AM,15238.68,15349.41,15157.8,15338.65,27.44,417281.21
2018-01-03 02-AM,15338.65,15353.03,15182,15350.17,26.73,408032.9
2018-01-03 03-AM,15350.17,15549,15212.19,15300,28.79,444234.9
2018-01-03 04-AM,15300,15497.9,15297.8,15459.9,23.83,366881.85
2018-01-03 05-AM,15459.9,15540,15376.01,15529.65,26.18,404373.44
2018-01-03 06-AM,15529.65,15784.49,15420.48,15750,26.86,417957.82
2018-01-03 07-AM,15750,15840,15600,15755,23.13,364135.75
2018-01-03 08-AM,15755,15755,15466,15659.9,35.15,549877.15
2018-01-03 09-AM,15659.9,15670,15352.05,15427.88,33.53,519710.52
2018-01-03 10-AM,15427.88,15510.15,15200,15301.1,30.43,466817.92
2018-01-03 11-AM,15301.1,15554.94,15301,15527.98,26.33,406429.04
2018-01-03 12-PM,15527.98,15600,15300,15368,23.27,360183.19
2018-01-03 01-PM,15368,15580,15300,15514,26.44,408980.64
2018-01-03 02-PM,15514,15599,15353.33,15438.43,26.49,410280.07
2018-01-03 03-PM,15438.43,15499.99,15300,15368.23,27.35,420491.7
2018-01-03 04-PM,15368.23,15600,15315,15520,38.09,590773.37
2018-01-03 05-PM,15520,15520,15220,15266.2,35.71,550162.88
2018-01-03 06-PM,15266.2,15329.9,15001.03,15100,41.58,630822.94
2018-01-03 07-PM,15100,15300,15004,15005,31.37,475619.41
2018-01-03 08-PM,15005,15349.12,15002.02,15299,32.43,489713.7
2018-01-03 09-PM,15299,15350,15257.19,15314.38,25.94,397087.17
2018-01-03 10-PM,15314.38,15344.99,15100,15214.33,28.89,439975.33
2018-01-03 11-PM,15214.33,15330,15178,15300.01,25.77,392381.68
2018-01-04 12-AM,15300.01,15361.97,15248.64,15297.25,25.59,391787.75
2018-01-04 01-AM,15297.25,15511.14,15165.62,15511,30.35,464980.03
2018-01-04 02-AM,15511,15511,15120.15,15149.93,29.45,450826.61
2018-01-04 03-AM,15149.93,15295.86,15106.26,15110,26.76,406582.72
2018-01-04 04-AM,15110,15208,15055,15123.61,19.39,292869.19
2018-01-04 05-AM,15123.61,15171.34,15050,15147,29.73,448987.17
2018-01-04 06-AM,15147,15241.5,15011,15055.1,37.03,560269.9
2018-01-04 07-AM,15055.1,15083.59,14815.07,14889.83,46.03,687207.55
2018-01-04 08-AM,14889.83,14920.34,14347.2,14554.99,54.18,790764.09
2018-01-04 09-AM,14554.99,15000,14333.33,14950,55.07,811161.45
2018-01-04 10-AM,14950,14978.56,14588,14712.9,44.58,660933.82
2018-01-04 11-AM,14712.9,14948,14600.11,14703,38.58,568288.35
2018-01-04 12-PM,14703,14757.59,14410.1,14550.55,41.07,599063.58
2018-01-04 01-PM,14550.55,14800,14500,14750,31.75,464298.33
2018-01-04 02-PM,14750,14989,14700.01,14988,33.9,501332.8
2018-01-04 03-PM,14988,15130,14911,15040,45.38,681127.75
2018-01-04 04-PM,15040,15075,14901,14999.99,23.55,352471.25
2018-01-04 05-PM,14999.99,15500,14940.25,15380.1,73.31,1120486.2
2018-01-04 06-PM,15380.1,15650,15380.1,15426.05,61.87,960397.79
2018-01-04 07-PM,15426.05,15700,15301,15580,45.43,702996.28
2018-01-04 08-PM,15580,15746.9,15370,15449.48,28.39,443758.71
2018-01-04 09-PM,15449.48,15478,15329.71,15368,26.94,415216.17
2018-01-04 10-PM,15368,15520.23,15233.66,15494,29.0,446353.73
2018-01-04 11-PM,15494,15650,15350,15650,31.65,491142.79
2018-01-05 12-AM,15650,15709,15534.45,15665,43184,395933.15
2018-01-05 01-AM,15665,15700,15525,15589.95,21.31,333125.95
2018-01-05 02-AM,15589.95,15799,15495.14,15799,29.82,466842.24
2018-01-05 03-AM,15799,15800,15616.13,15720.98,26.21,412543.81
2018-01-05 04-AM,15720.98,15800,15636.42,15644.1,22.23,349332.77
2018-01-05 05-AM,15644.1,15800,15636.42,15774,43431,427036.7
2018-01-05 06-AM,15774,15850,15700,15700,28.43,448441.76
2018-01-05 07-AM,15700,15776.77,15604.93,15643.38,25.38,397885.53
2018-01-05 08-AM,15643.38,16100,15600,16051,38.55,608567.68
2018-01-05 09-AM,16051,16684.71,16051,16601.1,69.6,1142636.53
2018-01-05 10-AM,16601.1,16900,16525,16706,47.92,798734.69
2018-01-05 11-AM,16706,16850,16422.48,16833,45.04,750618.22
2018-01-05 12-PM,16833,16835,16600,16630,36.19,604109.44
2018-01-05 01-PM,16630,16841,16630,16814,25.97,434288.37
2018-01-05 02-PM,16814,16841,16700,16819.99,33.34,559132.05
2018-01-05 03-PM,16819.99,16819.99,16651,16700,27.62,462405.65
2018-01-05 04-PM,16700,17200,16700,17139,48.5,826276.8
2018-01-05 05-PM,17139,17689,17000,17350,62.77,1089427.9
2018-01-05 06-PM,17350,17470,17026.71,17100,55.81,964403.44
2018-01-05 07-PM,17100,17498,16800.1,17217.98,44.71,764148.2
2018-01-05 08-PM,17217.98,17400,17209.26,17400,30.47,526797.53
2018-01-05 09-PM,17400,17999.25,17400,17777,50.43,896268.48
2018-01-05 10-PM,17777,18260,17601,18260,48.67,874091.16
2018-01-05 11-PM,18260,18500,18026.35,18037,42.91,785586.77
2018-01-06 12-AM,18037,18100,17311.5,17898,45.02,792281.03
2018-01-06 01-AM,17898,18200,17793.09,17853.97,30.56,547598.61
2018-01-06 02-AM,17853.97,17900.13,17501.93,17501.93,33.07,588222.95
2018-01-06 03-AM,17501.93,17712.47,17218.43,17223,28.69,503783.62
2018-01-06 04-AM,17223,17406.73,17056,17279.8,27.88,479822.9
2018-01-06 05-AM,17279.8,17474.62,17056.02,17375,26.16,451068.81
2018-01-06 06-AM,17375,17500,17270.01,17373,32.58,567375.92
2018-01-06 07-AM,17373,17405,17111,17285,43311,529578.79
2018-01-06 08-AM,17285,17550,17285,17419.36,43159,490490.87
2018-01-06 09-AM,17419.36,17419.36,17106.02,17122,29.34,506551.63
2018-01-06 10-AM,17122,17439.99,17106,17439,28.46,491378.08
2018-01-06 11-AM,17439,17456.84,17209.02,17249,43432,486820.3
2018-01-06 12-PM,17249,17400,17163,17199,31.77,548433.14
2018-01-06 01-PM,17199,17214.58,16800,16903,35.83,609733.08
2018-01-06 02-PM,16903,17259,16901,17138,27.53,471330.12
2018-01-06 03-PM,17138,17445,17100.01,17400,26.25,454477.63
2018-01-06 04-PM,17400,17679,17250,17660,29.71,517457.7
2018-01-06 05-PM,17660,17811,17555.13,17811,32.81,579439.29
2018-01-06 06-PM,17811,18100,17600,17699,41.66,743321.26
2018-01-06 07-PM,17699,17789,17500.02,17678.23,25.17,445492.78
2018-01-06 08-PM,17678.23,17778.17,17625,17778.17,22.26,394139.99
2018-01-06 09-PM,17778.17,17893.83,17618.02,17799.8,24.65,437675.52
2018-01-06 10-PM,17799.8,18199,17799.8,17950,36.44,656350.56
2018-01-06 11-PM,17950,18096,17870,18000,23.89,430208.45
2018-01-07 12-AM,18000,18000,17777,17860.02,23.16,413925.87
2018-01-07 01-AM,17860.02,17950,17800,17900,18.36,328083.22
2018-01-07 02-AM,17900,17919.7,17659,17660.1,19.88,353256.79
2018-01-07 03-AM,17660.1,17775.48,17440.01,17589.19,18.37,323120.4
2018-01-07 04-AM,17589.19,17651.7,17440,17520,21.74,380927.34
2018-01-07 05-AM,17520,17590.14,17400,17400,23.17,405660.99
2018-01-07 06-AM,17400,17999.99,17400,17499.9,23.98,420334.28
2018-01-07 07-AM,17499.9,17651.6,17317.5,17555,27.0,472469.98
2018-01-07 08-AM,17555,17848.89,17554.9,17680,22.95,405667.23
2018-01-07 09-AM,17680,17825,17680,17749.9,25.25,448970.87
2018-01-07 10-AM,17749.9,17797,17653.77,17699.9,27.79,492509.19
2018-01-07 11-AM,17699.9,17700,17594,17671,20.42,360399.14
2018-01-07 12-PM,17671,17729.99,17432.27,17587.99,43305,423760.91
2018-01-07 01-PM,17587.99,17588,17400.1,17429.55,23.87,417147.5
2018-01-07 02-PM,17429.55,17734,17400.01,17734,27.97,490816.93
2018-01-07 03-PM,17734,17802.8,17619.48,17744.71,25.76,456112.86
2018-01-07 04-PM,17744.71,17744.71,17300,17300,31.9,556808.19
2018-01-07 05-PM,17300,17650,16901,17010.02,49.95,856020.22
2018-01-07 06-PM,17010.02,17350.1,17000,17270,40.16,689546.44
2018-01-07 07-PM,17270,17393.06,17080,17199,27.27,469762.68
2018-01-07 08-PM,17199,17200,16900,17106,35.73,607861.81
2018-01-07 09-PM,17106,17320,17060.02,17178.7,30.75,529164.04
2018-01-07 10-PM,17178.7,17350,17115,17329.99,22.98,396963.89
2018-01-07 11-PM,17329.99,17350,17162.14,17170,43452,312776.42
2018-01-08 12-AM,17170,17200,16911.01,16930,25.53,435439.96
2018-01-08 01-AM,16930,17088.62,16866,16953.41,31.62,535710.1
2018-01-08 02-AM,16953.41,17200,16866,16901.4,43276,426120.25
2018-01-08 03-AM,16901.4,17020.02,16800,16968.52,43340,486531.8
2018-01-08 04-AM,16968.52,17087.89,16817.92,16999.65,24.73,418601.3
2018-01-08 05-AM,16999.65,17188,16800,16950,43247,459620.61
2018-01-08 06-AM,16950,17146.81,16900,17078.78,26.73,454264.79
2018-01-08 07-AM,17078.78,17078.78,16930,16932.51,43214,408424.22
2018-01-08 08-AM,16932.51,17041.58,16600,16683,43464,507137.36
2018-01-08 09-AM,16683,16700,16200,16248,48.26,792940.37
2018-01-08 10-AM,16248,16650,16100,16600,29.25,477319.15
2018-01-08 11-AM,16600,17099.99,16600,16807.01,33.23,559091.84
2018-01-08 12-PM,16807.01,16980,16572.1,16643.43,43123,384223.24
2018-01-08 01-PM,16643.43,16709.89,16100,16352.05,44.22,724163.66
2018-01-08 02-PM,16352.05,16579.9,15516.15,15530,70.35,1127715.4
2018-01-08 03-PM,15530,16580,14770,16044,136.24,2142019.68
2018-01-08 04-PM,16044,16760,16037.34,16658,41.98,687433.5
2018-01-08 05-PM,16658,16700,16006,16420.39,26.63,436607.15
2018-01-08 06-PM,16420.39,16560.78,16285.69,16398.54,30.47,500129.34
2018-01-08 07-PM,16398.54,16560,16317,16466,28.51,469017.23
2018-01-08 08-PM,16466,16475,16000,16365,34.76,564693.45
2018-01-08 09-PM,16365,16439.2,16230.66,16358.85,27.14,443868.6
2018-01-08 10-PM,16358.85,16359.99,16161.01,16234.73,30.64,497701.26
2018-01-08 11-PM,16234.73,16398,16100,16345,24.26,394357.23
2018-01-09 12-AM,16345,16680,16310.1,16408.16,26.79,440682.83
2018-01-09 01-AM,16408.16,16547.99,16339.35,16432.32,22.51,370050.08
2018-01-09 02-AM,16432.32,16677,16430.14,16649.43,19.49,322211.33
2018-01-09 03-AM,16649.43,16705,16567.38,16639.87,25.27,420891.53
2018-01-09 04-AM,16639.87,16665.18,16508.9,16574.4,25.94,430272.98
2018-01-09 05-AM,16574.4,16597.29,16100,16120.1,23.82,388895.31
2018-01-09 06-AM,16120.1,16336,16080,16175.98,27.87,450756.11
2018-01-09 07-AM,16175.98,16333,16091,16280,24.41,394505.18
2018-01-09 08-AM,16280,16336,16200,16201,28.68,466597.44
2018-01-09 09-AM,16201,16241.71,16030.69,16050,25.74,414850.71
2018-01-09 10-AM,16050,16061.03,15593.84,15905.02,33.49,530000.24
2018-01-09 11-AM,15905.02,16400,15799.03,16000,30.78,492723.72
2018-01-09 12-PM,16000,16117.58,15651.1,15801.01,23.25,370171.99
2018-01-09 01-PM,15801.01,15978,15353,15353,45.22,703897.88
2018-01-09 02-PM,15353,15889.8,15322.41,15876,37.78,591850.73
2018-01-09 03-PM,15876,16090,15800,15850.61,31.81,506919.02
2018-01-09 04-PM,15850.61,16100,15788.67,16040,25.41,404383.71
2018-01-09 05-PM,16040,16100,15903,16075,29.84,477736.14
2018-01-09 06-PM,16075,16199.99,15900,15902,43246,426462.75
2018-01-09 07-PM,15902,16000.01,15583.56,15630,34.36,543568.65
2018-01-09 08-PM,15630,15813.3,15601,15764.87,33.21,520779.19
2018-01-09 09-PM,15764.87,15845,15671,15671.05,43248,448733.8
2018-01-09 10-PM,15671.05,15811,15521.11,15605.55,26.86,420105.6
2018-01-09 11-PM,15605.55,15723.32,15375,15600,41.7,648115.79
2018-01-10 12-AM,15600,15729.06,15300,15416.18,41.13,635816.21
2018-01-10 01-AM,15416.18,15700,15350.14,15700,30.34,472124.98
2018-01-10 02-AM,15700,15900,15521.02,15599.98,30.21,474193.39
2018-01-10 03-AM,15599.98,15899,15509,15686.56,43126,407946.9
2018-01-10 04-AM,15686.56,15766.28,15500,15664.03,32.58,508003.61
2018-01-10 05-AM,15664.03,15664.03,15434.13,15483,30.86,479042.88
2018-01-10 06-AM,15483,15600.98,15434.72,15550,30.94,479911.34
2018-01-10 07-AM,15550,15699.56,15460.13,15561,31.25,485742.25
2018-01-10 08-AM,15561,15561,14900,15000.01,57.97,877202.94
2018-01-10 09-AM,15000.01,15440,14910.12,15251,53.66,815979.25
2018-01-10 10-AM,15251,15388.39,14950,15199.87,44.51,675693.3
2018-01-10 11-AM,15199.87,15340,15071,15251,29.36,446831.95
2018-01-10 12-PM,15251,15338.99,15105.02,15105.02,22.63,344840.58
2018-01-10 01-PM,15105.02,15355.15,15001.07,15203.4,24.64,373914.07
2018-01-10 02-PM,15203.4,15300,15100,15300,28.48,432253.68
2018-01-10 03-PM,15300,15850,15181.69,15749.99,51.78,803765.74
2018-01-10 04-PM,15749.99,15980,15650.02,15700,32.84,517970.24
2018-01-10 05-PM,15700,15783.28,15550,15699.81,43332,314226.88
2018-01-10 06-PM,15699.81,15879,15637.26,15830,25.54,403184.72
2018-01-10 07-PM,15830,15839,15621.22,15710,21.13,332610.6
2018-01-10 08-PM,15710,15830,15440,15830,32.41,507830.3
2018-01-10 09-PM,15830,15855,15700.01,15780,43183,379004.34
2018-01-10 10-PM,15780,15929.75,15736,15886.69,24.45,386728.89
2018-01-10 11-PM,15886.69,16200,15735.24,16200,34.26,547838.97
2018-01-11 12-AM,16200,16400,16030,16138.5,29.59,477344.21
2018-01-11 01-AM,16138.5,16138.5,15731,15898,24.43,389759.73
2018-01-11 02-AM,15898,16087.94,15864.64,15930.11,20.45,326758.78
2018-01-11 03-AM,15930.11,15942,15000,15398.49,59.62,922827.92
2018-01-11 04-AM,15398.49,15600,14900,15549.96,65.09,986555.3
2018-01-11 05-AM,15549.96,15900,14998.2,15043.84,41.75,643676.62
2018-01-11 06-AM,15043.84,15500,14998.2,15171,33.41,510022.72
2018-01-11 07-AM,15171,15504.52,14880,15400,82.19,1249046.74
2018-01-11 08-AM,15400,15655,15360.64,15516.1,34.39,533194.18
2018-01-11 09-AM,15516.1,15567.08,15124.9,15124.93,27.97,430100.55
2018-01-11 10-AM,15124.93,15382.8,15000,15122,22.72,344965.06
2018-01-11 11-AM,15122,15198,14882,15053.57,41.13,616978.96
2018-01-11 12-PM,15053.57,15350,15053.57,15316.1,43305,366764.72
2018-01-11 01-PM,15316.1,15349,15000,15070.14,27.27,414428.16
2018-01-11 02-PM,15070.14,15233,14600,14866.75,48.44,722673.27
2018-01-11 03-PM,14866.75,15231,14730,14872,43.14,647503.54
2018-01-11 04-PM,14872,14978.56,14701.11,14733,38.61,572306.3
2018-01-11 05-PM,14733,14821.99,14644.05,14700.1,25.13,369949.79
2018-01-11 06-PM,14700.1,15100,14651,14770.11,29.55,437364.47
2018-01-11 07-PM,14770.11,14900,14360,14435.47,34.72,508541.31
2018-01-11 08-PM,14435.47,14698.89,14435.47,14650,0.5495,8040.44
2018-01-11 09-PM,14650,14726.99,14495,14719.13,34243,159333.03
2018-01-11 10-PM,14719.13,14800,14550.01,14701.1,24.27,356662.54
2018-01-11 11-PM,14701.1,15050,14582.01,15049.98,28.79,427514.11
2018-01-12 12-AM,15049.98,15250,14600,14881,43338,388040.99
2018-01-12 01-AM,14881,15000,14719.92,14930.18,32.82,488499.96
2018-01-12 02-AM,14930.18,15143.69,14864.53,15000,28.64,430245.14
2018-01-12 03-AM,15000,15083.59,14870.01,14880,25.46,380090.06
2018-01-12 04-AM,14880,14929.7,14601.11,14726.2,27.15,401412.78
2018-01-12 05-AM,14726.2,14999,14726.2,14844.65,28.91,430425.0
2018-01-12 06-AM,14844.65,15174.9,14844.65,15139.98,43280,445909.65
2018-01-12 07-AM,15139.98,15201.52,15000.1,15149,28.33,428807.49
2018-01-12 08-AM,15149,15179.99,15000,15150,23.96,360710.15
2018-01-12 09-AM,15150,15196,15000,15079.99,27.57,415796.66
2018-01-12 10-AM,15079.99,15480,15030.32,15301,43.42,663334.82
2018-01-12 11-AM,15301,15499,15301,15430,27.91,430195.19
2018-01-12 12-PM,15430,15449,15250,15400.1,21.73,333635.79
2018-01-12 01-PM,15400.1,15449.13,15195.8,15260.8,43183,367384.4
2018-01-12 02-PM,15260.8,15324.61,15150.57,15199,20.82,316408.58
2018-01-12 03-PM,15199,15266,15101.11,15135.65,22.17,337386.68
2018-01-12 04-PM,15135.65,15239.9,14994.67,15113,28.0,423132.77
2018-01-12 05-PM,15113,15200,15009.86,15194.9,25.46,385280.99
2018-01-12 06-PM,15194.9,15200,15116.5,15174,43156,382160.39
2018-01-12 07-PM,15174,15322,15118,15238,28.48,433354.35
2018-01-12 08-PM,15238,15350,15238,15288,24.47,374220.19
2018-01-12 09-PM,15288,15299.99,15186.91,15270,11749,50577.95
2018-01-12 10-PM,15270,15270,15159.13,15168.21,15.13,230233.87
2018-01-12 11-PM,15168.21,15348.9,15168.21,15295,18.16,277275.67
2018-01-13 12-AM,15295,15450,15220.26,15447,27.31,418681.99
2018-01-13 01-AM,15447,15460,15271,15285,22.68,348078.64
2018-01-13 02-AM,15285,15459.9,15276.54,15360,20.48,314166.45
2018-01-13 03-AM,15360,15500,15279.33,15318.87,27.91,428740.4
2018-01-13 04-AM,15318.87,15500,15318.87,15488.57,20.27,312579.93
2018-01-13 05-AM,15488.57,15550,15431,15525,23.16,358671.11
2018-01-13 06-AM,15525,15525,15370,15430,22.66,349952.51
2018-01-13 07-AM,15430,15550,15430,15510,26.85,416011.01
2018-01-13 08-AM,15510,15549,15450,15495,23.54,364899.96
2018-01-13 09-AM,15495,15500,15401,15448,29.17,450646.53
2018-01-13 10-AM,15448,15499,15401,15440,23.74,366983.66
2018-01-13 11-AM,15440,15499,15412,15413,30.42,469949.49
2018-01-13 12-PM,15413,15500,15413,15489,20.38,314896.68
2018-01-13 01-PM,15489,15670.7,15450,15650,43339,421097.68
2018-01-13 02-PM,15650,15700,15483,15597,28.94,451112.19
2018-01-13 03-PM,15597,15597,15411,15505,28.51,441701.32
2018-01-13 04-PM,15505,15548.89,15350,15412.41,22.96,355485.84
2018-01-13 05-PM,15412.41,15496.9,15310.01,15335,43304,364691.06
2018-01-13 06-PM,15335,15451.9,15301,15350,24.42,375073.28
2018-01-13 07-PM,15350,15389.99,15135,15229.98,27.36,417916.17
2018-01-13 08-PM,15229.98,15417.8,15210.1,15350,28.79,440557.18
2018-01-13 09-PM,15350,15350,15250.2,15290.02,20.32,310769.47
2018-01-13 10-PM,15290.02,15500,15281,15361,18.18,279233.7
2018-01-13 11-PM,15361,15391.82,15238.01,15246.5,17.84,272609.51
2018-01-14 12-AM,15246.5,15342,15200,15262.63,43242,336606.47
2018-01-14 01-AM,15262.63,15321.32,15200,15237.2,20.52,313174.43
2018-01-14 02-AM,15237.2,15315.79,15155.03,15215,43367,378868.8
2018-01-14 03-AM,15215,15288.12,15150.18,15175.59,26.86,408563.24
2018-01-14 04-AM,15175.59,15298.58,15001,15088.74,20.89,316122.16
2018-01-14 05-AM,15088.74,15150,14989,15100,26.72,401707.09
2018-01-14 06-AM,15100,15343,15077,15230,22.13,336047.05
2018-01-14 07-AM,15230,15269,15140.55,15190,22.27,338663.21
2018-01-14 08-AM,15190,15206,15051,15051,23.27,352343.36
2018-01-14 09-AM,15051,15080.02,14910.74,14970,32.86,492154.32
2018-01-14 10-AM,14970,15136.38,14931.1,14935,32.63,490423.58
2018-01-14 11-AM,14935,15000,14900,15000,24.62,367527.52
2018-01-14 12-PM,15000,15000,14680,14818.95,28.45,422477.01
2018-01-14 01-PM,14818.95,15000,14703.11,14985,27.44,409271.24
2018-01-14 02-PM,14985,15000,14750.98,14960,22.69,338883.91
2018-01-14 03-PM,14960,14960,14635,14736,24.59,362839.24
2018-01-14 04-PM,14736,14863.1,14670,14810,26.59,392661.54
2018-01-14 05-PM,14810,14849,14670,14795.1,24.73,364800.35
2018-01-14 06-PM,14795.1,14927.63,14795,14882,24.58,365704.59
2018-01-14 07-PM,14882,14926.1,14800,14800,20.13,299305.19
2018-01-14 08-PM,14800,14917.4,14800,14913.99,19.88,295384.35
2018-01-14 09-PM,14913.99,14913.99,14805.2,14850,27.87,414488.18
2018-01-14 10-PM,14850,14939,14800,14935,43178,286783.55
2018-01-14 11-PM,14935,15060.86,14800,14989.27,43244,360240.68
2018-01-15 12-AM,14989.27,15000,14900,14931.45,43335,355737.46
2018-01-15 01-AM,14931.45,15000,14800,14918.8,18.39,274523.59
2018-01-15 02-AM,14918.8,15000,14896.61,14974.98,19.37,289642.35
2018-01-15 03-AM,14974.98,14980,14831.01,14960.4,43208,274124.57
2018-01-15 04-AM,14960.4,15068.1,14913,15062.2,18.69,280132.24
2018-01-15 05-AM,15062.2,15158.54,15034,15034.1,19.45,293100.66
2018-01-15 06-AM,15034.1,15137.76,14950,15080,23.55,354749.67
2018-01-15 07-AM,15080,15127,14950,15000,43332,312871.54
2018-01-15 08-AM,15000,15210,14998,15129,43242,339600.79
2018-01-15 09-AM,15129,15280,15100,15249.99,24.51,372610.22
2018-01-15 10-AM,15249.99,15250,15107,15243,43218,426494.8
2018-01-15 11-AM,15243,15278.66,15107,15249.86,28.68,436307.89
2018-01-15 12-PM,15249.86,15290,15110,15250,34.26,521618.67
2018-01-15 01-PM,15250,15437.32,15160.01,15400.05,38.75,592433.94
2018-01-15 02-PM,15400.05,15497,15302,15346,27.66,426638.41
2018-01-15 03-PM,15346,15380,15130,15231,24.93,379958.63
2018-01-15 04-PM,15231,15297,15190.1,15275,20.47,312213.14
2018-01-15 05-PM,15275,15290.31,15159.14,15159.14,19.93,303914.67
2018-01-15 06-PM,15159.14,15250,15120.01,15139.15,14.13,214699.6
2018-01-15 07-PM,15139.15,15250,15031,15110.07,19.56,295969.2
2018-01-15 08-PM,15110.07,15190,15040,15097.99,18.54,280707.88
2018-01-15 09-PM,15097.99,15150,15021.15,15103.36,22.33,336618.51
2018-01-15 10-PM,15103.36,15197.59,15015.13,15050,20.99,317064.86
2018-01-15 11-PM,15050,15070.04,14950,14967,43149,270369.87
2018-01-16 12-AM,14967,15390,14923.22,15205.75,30.0,454268.26
2018-01-16 01-AM,15205.75,15265,14777,15080,34.25,513863.25
2018-01-16 02-AM,15080,15099.5,14750,15000.18,43457,346040.25
2018-01-16 03-AM,15000.18,15090.3,14716.5,14720,19.82,294440.76
2018-01-16 04-AM,14720,15000,14615.02,14770.92,25.67,377412.71
2018-01-16 05-AM,14770.92,14900,14602.1,14750,22.17,326658.1
2018-01-16 06-AM,14750,14900,14610,14777,20.44,301216.09
2018-01-16 07-AM,14777,14900,14100,14140,37.94,552365.31
2018-01-16 08-AM,14140,14308.92,13101,14061.53,103.11,1416626.79
2018-01-16 09-AM,14061.53,14200,12900,13000,86.92,1172890.21
